Hashcode,Player,Age,Team,WAR,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,SO,HBP,BK,WP,WHIP,MLS,Salary,League,Teams,Leagues,AB,2B,3B,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,BS,HLD,E,City,Mascot
501611,Matt Poche,28,PHO,2.9,13,10,3.98,38,32,4,0,0,197.2,148,85,85,29,46,214,0,2,3,1.002,2.093,761850.0,ACB,['PHO'],['ACB'],739.5999999999999,0,0,[2024],0.25037481259370314,194,591.5999999999999,20.673684210526314,0,100,Active,0,0,0,0,Phoenix,Stingray
552748,Tommy Manaea,28,SHR,2.0,13,13,4.25,38,33,2,0,0,197.0,200,98,92,23,55,181,0,4,3,1.303,4.026,5854000.0,NBL,['SHR'],['NBL'],791.0,0,0,[2024],0.3028119916337439,255,591.0,22.263157894736842,0,100,Active,0,0,0,0,Shreveport,Moth
780895,Riley Teodosio,35,RIV,6.2,18,4,2.38,35,30,1,0,1,188.2,155,51,54,10,43,243,0,5,4,1.013,13.061,16000000.0,NBL,['RIV'],['NBL'],719.5999999999999,0,0,[2024],0.25242960378768997,198,564.5999999999999,21.788571428571426,0,100,Active,0,0,0,0,Riverside,Fancy rat
413224,Robbie Otañez,31,HEN,0.9,2,5,3.72,13,10,0,2,0,60.2,56,26,24,6,18,48,0,2,3,1.204,4.099,7500000.0,NBL,['HEN'],['NBL'],236.60000000000002,0,0,[2024],0.28639391056137015,74,180.60000000000002,19.584615384615386,0,100,Active,0,0,0,0,Henderson,Sperm whale
969578,Jackson Hendricks,30,GRA,4.5,16,7,2.91,29,28,1,0,0,191.1,158,67,60,16,61,187,0,1,10,1.106,4.163,12100000.0,ACB,['GRA'],['ACB'],731.3,0,0,[2024],0.2693619094008768,219,573.3,27.320689655172412,0,100,Active,0,0,0,0,Grayslake,Spider monkey
598916,Spencer Marté,33,GRA,1.3,10,10,2.7,33,37,0,0,1,192.2,185,92,84,26,48,227,0,0,6,0.933,5.0,10000000.0,ACB,['GRA'],['ACB'],761.5999999999999,0,0,[2024],0.2372234935163997,233,576.5999999999999,24.53333333333333,0,100,Active,0,0,0,0,Grayslake,Spider monkey
538620,Jonathan Canning,31,YON,1.8,12,12,3.64,31,37,2,1,1,194.1,173,81,78,29,52,194,0,0,0,1.169,6.101,24150000.0,ACB,['YON'],['ACB'],755.3,0,0,[2024],0.2804029743343727,225,582.3,26.041935483870965,0,100,Active,0,0,0,0,Yonkers,Guinea pig
931667,Darius Rojas,31,SHR,1.9,18,9,3.96,35,35,1,1,0,190.0,173,90,85,31,62,216,0,5,3,1.223,8.168,27833333.0,ACB,['SHR'],['ACB'],743.0,0,0,[2024],0.28960454653090223,235,570.0,23.0,0,100,Active,0,0,0,0,Shreveport,Moth
1027042,Eddy Lugo,34,VIS,-0.9,7,13,5.62,32,38,0,0,1,189.2,229,124,117,25,55,153,0,4,3,1.5,11.105,35416667.0,NBL,['VIS'],['NBL'],796.5999999999999,0,0,[2024],0.3333333333333333,284,567.5999999999999,26.612499999999997,0,100,Active,0,0,0,0,Visalia,Elephant seal
764185,Brandon Rortvedt,29,SHR,2.6,13,12,3.77,34,31,1,0,2,191.1,180,78,82,29,46,177,0,1,3,1.153,4.094,3950000.0,ACB,['SHR'],['ACB'],753.3,0,0,[2024],0.2776306284613532,226,573.3,23.508823529411764,0,100,Active,0,0,0,0,Shreveport,Moth
565361,Heliot Betts,30,RIV,3.5,12,11,3.25,32,31,3,1,2,190.1,158,76,70,14,63,186,0,0,6,1.164,5.148,15000000.0,NBL,['RIV'],['NBL'],728.3,0,0,[2024],0.27953890489913547,221,570.3,24.728125,0,100,Active,0,0,0,0,Riverside,Fancy rat
289856,David Maciejewski,25,GAS,2.7,12,10,3.47,32,35,0,2,0,192.2,166,76,72,25,50,205,0,2,4,1.117,1.0,745700.0,ACB,['GAS'],['ACB'],742.5999999999999,0,0,[2024],0.2713140636385718,216,576.5999999999999,24.768749999999997,0,100,Active,0,0,0,0,Gastonia,Slug
215812,Seth Merrifield,29,MON,4.1,14,12,2.95,37,33,0,4,2,189.2,156,77,63,18,70,220,0,1,1,1.192,4.004,3150000.0,NBL,['MON'],['NBL'],723.5999999999999,0,0,[2024],0.28435114503816794,226,567.5999999999999,21.448648648648646,0,100,Active,0,0,0,0,Montgomery,Pigeon
86206,Camilo Encarnacion-Strand,28,TEM,2.6,14,11,3.68,33,34,1,1,1,190.2,157,81,72,29,75,220,0,2,9,1.215,5.09,5735000.0,NBL,['TEM'],['NBL'],727.5999999999999,0,0,[2024],0.28825622775800713,232,570.5999999999999,24.321212121212117,0,100,Active,0,0,0,0,Tempe,Steelhead trout
474967,Kyle Pinto,30,LAS,3.1,15,4,2.91,30,31,0,0,0,190.1,164,73,62,30,28,192,0,1,3,1.021,0.0,9250000.0,NBL,['LAS'],['NBL'],734.3,0,0,[2024],0.2539169360855508,192,570.3,25.41,0,100,Active,0,0,0,0,Las Vegas,list
664203,Josh Rutschman,28,SAI,0.3,7,14,5.19,32,31,0,0,0,191.2,191,113,108,36,71,143,0,9,6,1.398,4.075,2600000.0,ACB,['SAI'],['ACB'],764.5999999999999,0,0,[2024],0.3178717598908595,262,573.5999999999999,26.112499999999997,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
601005,Domingo Horn,35,HEN,-0.2,12,11,5.35,34,35,0,1,1,182.2,213,117,113,28,32,132,0,2,3,1.276,7.037,17666667.0,NBL,['HEN'],['NBL'],759.5999999999999,0,0,[2024],0.29840972871842847,245,546.5999999999999,23.28235294117647,0,100,Active,0,0,0,0,Henderson,Sperm whale
489126,Elias Bleday,35,SAN,-0.1,10,17,4.16,31,33,0,0,0,188.0,198,97,83,18,73,183,0,3,5,1.462,7.13,22000000.0,ACB,['SAN'],['ACB'],762.0,0,0,[2024],0.32765575974899147,271,564.0,26.93548387096774,0,100,Active,0,0,0,0,Santa Rosa,Coyote
860432,Carlos Crews,34,JOL,2.2,14,11,3.8,29,31,2,2,0,186.2,161,81,81,26,42,182,0,0,3,1.107,12.013,17000000.0,ACB,['JOL'],['ACB'],719.5999999999999,0,0,[2024],0.2695398100803506,203,558.5999999999999,26.262068965517237,0,100,Active,0,0,0,0,Joliet,list
648048,Jonny Aldegheri,35,WES,2.5,12,13,3.75,37,35,3,0,3,186.1,168,80,73,25,72,149,0,0,7,1.25,0.0,740000.0,NBL,['WES'],['NBL'],726.3,0,0,[2024],0.29411764705882354,240,558.3,21.575675675675676,0,100,Active,0,0,0,0,Westminster,Gila monster
573412,Brett Hernaiz,25,GRA,2.6,11,9,3.49,34,33,0,2,0,183.0,170,81,72,18,65,196,0,1,4,1.271,1.035,774500.0,ACB,['GRA'],['ACB'],719.0,0,0,[2024],0.29758838679466165,235,549.0,23.058823529411764,0,100,Active,0,0,0,0,Grayslake,Spider monkey
763702,Nabil Walters,36,HEN,0.9,8,8,4.24,30,32,4,0,2,185.2,175,98,88,26,73,163,0,2,7,1.35,10.039,12000000.0,NBL,['HEN'],['NBL'],730.5999999999999,0,0,[2024],0.31034482758620696,248,555.5999999999999,26.786666666666665,0,100,Active,0,0,0,0,Henderson,Sperm whale
30448,Ross Williams,33,TEM,1.3,13,10,4.29,33,27,1,1,4,183.2,182,92,86,30,48,147,0,3,4,1.264,4.057,3500000.0,NBL,['TEM'],['NBL'],731.5999999999999,0,0,[2024],0.2964352720450281,230,549.5999999999999,23.62424242424242,0,100,Active,0,0,0,0,Tempe,Steelhead trout
153419,Reese Carpenter,30,GRA,4.5,13,6,2.8,33,32,2,2,1,184.1,124,63,59,22,72,182,0,0,3,1.088,0.101,749800.0,ACB,['GRA'],['ACB'],676.3,0,0,[2024],0.2661448140900196,196,552.3,22.675757575757576,0,100,Active,0,0,0,0,Grayslake,Spider monkey
682699,Steven Heaney,32,CHE,3.5,13,8,3.35,29,33,0,3,2,181.2,172,71,68,17,50,156,0,0,3,1.194,10.062,16000000.0,ACB,['CHE'],['ACB'],715.5999999999999,0,0,[2024],0.28469241773962806,222,543.5999999999999,26.4,0,100,Active,0,0,0,0,Chesapeake,Squirrel
10925,Nasim Suzuki,25,VIS,0.8,11,14,3.9,38,34,1,4,0,180.1,188,103,80,15,70,198,0,1,15,1.419,2.0,749600.0,NBL,['VIS'],['NBL'],728.3,0,0,[2024],0.32111337406653084,258,540.3,21.007894736842104,0,100,Active,0,0,0,0,Visalia,Elephant seal
908066,Jared Urshela,34,HEN,1.8,13,9,3.84,29,29,0,4,0,181.1,157,88,78,26,40,221,0,1,8,1.088,10.061,10000000.0,NBL,['HEN'],['NBL'],700.3,0,0,[2024],0.2661448140900196,197,543.3,25.52758620689655,0,100,Active,0,0,0,0,Henderson,Sperm whale
768447,Luis Chaparro,40,RIV,1.1,9,10,4.19,36,31,0,0,0,181.1,172,90,86,25,69,181,0,1,2,1.325,15.01,20000000.0,NBL,['RIV'],['NBL'],715.3,0,0,[2024],0.30635838150289013,241,543.3,21.78611111111111,0,100,Active,0,0,0,0,Riverside,Fancy rat
955909,James Hayes,32,LAS,2.2,13,9,3.27,35,31,1,1,2,181.1,170,72,66,22,36,136,0,3,5,1.131,7.11,18000000.0,NBL,['LAS'],['NBL'],713.3,0,0,[2024],0.27378358750907766,206,543.3,21.408571428571427,0,100,Active,0,0,0,0,Las Vegas,list
1021425,Ozzie Robles,30,MCH,1.7,10,10,2.6,31,32,1,3,0,181.1,184,78,72,26,25,147,0,1,2,1.12,7.018,11000000.0,ACB,['MCH'],['ACB'],727.3,0,0,[2024],0.2718446601941748,209,543.3,24.26774193548387,0,100,Active,0,0,0,0,McHenry,Asp
357828,Blake Jeffers,30,COR,2.2,5,12,4.75,34,35,0,1,0,184.0,194,99,93,33,41,127,0,1,3,1.309,4.111,3150000.0,NBL,['COR'],['NBL'],746.0,0,0,[2024],0.30378278022743094,235,552.0,23.147058823529413,0,100,Active,0,0,0,0,Corpus Christi,Ermine
418670,Antonio Cisnero,25,WAT,1.5,18,9,4.49,35,31,2,0,1,175.1,169,94,92,20,69,169,0,2,7,1.361,1.082,1166667.0,ACB,['WAT'],['ACB'],694.3,0,0,[2024],0.312084384315524,238,525.3,21.808571428571426,0,100,Active,0,0,0,0,Waterloo,Caribou
91555,Logan Berríos,27,COR,1.2,4,12,4.49,30,32,2,0,1,178.1,182,107,91,22,58,154,0,1,7,1.337,1.143,745000.0,NBL,['COR'],['NBL'],716.3,0,0,[2024],0.3082776112520175,240,534.3,25.81,0,100,Active,0,0,0,0,Corpus Christi,Ermine
341444,Ryan Treinen,28,SIO,0.7,16,8,3.58,32,33,2,1,0,177.3,146,63,64,28,42,214,0,3,7,1.283,6.006,14000000.0,NBL,['SIO'],['NBL'],677.9000000000001,0,0,[2024],0.2995563857109503,188,531.9000000000001,22.496875000000003,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
290426,Santiago Severino,29,TEM,1.1,10,10,3.53,34,33,1,0,0,178.0,173,90,81,32,58,165,0,2,3,1.216,4.058,4900000.0,NBL,['TEM'],['NBL'],707.0,0,0,[2024],0.28842504743833014,231,534.0,22.5,0,100,Active,0,0,0,0,Tempe,Steelhead trout
10478,Kaleb Kremer,33,JOL,0.8,7,14,4.28,34,32,5,0,1,177.0,177,91,83,25,43,173,0,0,5,1.25,8.15,13000000.0,ACB,['JOL'],['ACB'],708.0,0,0,[2024],0.29411764705882354,220,531.0,22.08823529411765,0,100,Active,0,0,0,0,Joliet,list
590098,Aaron Hudson,28,PAL,2.7,9,10,3.63,30,30,3,0,0,170.1,179,77,68,24,36,152,0,2,0,1.247,4.043,1850000.0,ACB,['PAL'],['ACB'],689.3,0,0,[2024],0.2936190251942548,215,510.29999999999995,24.176666666666666,0,100,Active,0,0,0,0,Palmdale,Skink
329592,Jake Gasser,33,SHR,0.7,12,9,4.31,32,29,1,0,1,171.2,183,89,81,21,67,123,0,2,3,1.468,9.026,18500000.0,ACB,['SHR'],['ACB'],696.5999999999999,0,0,[2024],0.3285586392121755,250,513.5999999999999,23.862499999999997,0,100,Active,0,0,0,0,Shreveport,Moth
681941,Zach Kessinger,26,SHR,3.1,15,7,3.5,31,33,1,0,0,164.2,112,67,64,19,85,187,0,2,7,1.193,1.073,740000.0,ACB,['SHR'],['ACB'],604.5999999999999,0,0,[2024],0.28452182208442645,197,492.59999999999997,22.245161290322578,0,100,Active,0,0,0,0,Shreveport,Moth
444016,Yandy Mead,26,SEB,1.6,8,13,4.58,37,26,4,0,0,165.1,178,86,88,21,48,139,0,2,12,1.381,0.0,740000.0,ACB,['SEB'],['ACB'],673.3,0,0,[2024],0.3152248345126683,226,495.29999999999995,19.494594594594595,0,100,Active,0,0,0,0,Sebastian,Cod
665577,Daz Hicks,32,GAS,1.5,16,10,3.81,29,31,2,2,0,167.0,156,76,72,23,50,130,0,1,3,1.245,1.133,750000.0,ACB,['GAS'],['ACB'],657.0,0,0,[2024],0.2932862190812721,206,501.0,24.379310344827587,0,100,Active,0,0,0,0,Gastonia,Slug
24053,Eduardo Graceffo,24,VIS,0.7,7,11,4.29,29,35,0,1,1,167.0,167,89,78,20,47,151,0,1,7,1.305,0.0,740000.0,NBL,['VIS'],['NBL'],668.0,0,0,[2024],0.30313588850174217,214,501.0,24.655172413793103,0,100,Active,0,0,0,0,Visalia,Elephant seal
327916,Kolby Peralta,26,SOU,1.7,10,7,4.24,30,26,1,0,3,164.2,171,75,76,17,36,141,0,0,6,1.254,1.02,764300.0,NBL,['SOU'],['NBL'],663.5999999999999,0,0,[2024],0.2947813822284909,207,492.59999999999997,23.319999999999997,0,100,Active,0,0,0,0,South Lyon,Toad
129441,Kutter Flores,28,POR,2.6,12,10,3.46,27,31,3,2,0,166.2,154,69,64,16,47,157,0,2,2,1.201,4.112,5050000.0,NBL,['POR'],['NBL'],652.5999999999999,0,0,[2024],0.2858843132587479,201,498.59999999999997,25.911111111111108,0,100,Active,0,0,0,0,Portsmouth,Penguin
126014,Andrew Baty,31,TEM,0.0,10,15,4.55,33,31,1,1,0,162.2,154,95,87,29,74,167,0,3,3,1.256,6.015,14000000.0,NBL,['TEM'],['NBL'],640.5999999999999,0,0,[2024],0.2951127819548872,228,486.59999999999997,21.654545454545453,0,100,Active,0,0,0,0,Tempe,Steelhead trout
739780,Kyle Blach,24,BOS,6.3,13,6,2.75,33,30,4,0,4,163.1,109,53,50,12,65,184,0,2,8,1.018,2.0,3333333.0,NBL,['BOS'],['NBL'],598.3,0,0,[2024],0.2533598805375809,174,489.29999999999995,20.099999999999998,0,100,Active,0,0,0,0,Boston,Common household pests
146894,Kyle Barrosa,29,COR,1.7,9,13,4.98,35,31,0,2,0,165.1,173,88,89,25,75,121,0,2,8,1.517,4.132,6550000.0,NBL,['COR'],['NBL'],668.3,0,0,[2024],0.3358423732565862,248,495.29999999999995,21.237142857142857,0,100,Active,0,0,0,0,Corpus Christi,Ermine
816331,Drew Sánchez,28,SOU,2.7,14,7,3.65,35,30,1,1,3,163.0,139,69,69,17,60,172,0,0,5,1.264,4.1,10011000.0,NBL,['SOU'],['NBL'],628.0,0,0,[2024],0.2964352720450281,199,489.0,19.65714285714286,0,100,Active,0,0,0,0,South Lyon,Toad
752504,Brendon Jackson,26,LAS,1.6,8,8,3.73,30,33,3,0,0,161.0,156,69,68,20,66,138,0,0,6,1.401,1.027,755000.0,NBL,['LAS'],['NBL'],639.0,0,0,[2024],0.3183367416496251,222,483.0,23.5,0,100,Active,0,0,0,0,Las Vegas,list
88179,Adbert Winn,27,MON,0.8,9,12,4.91,28,26,1,0,0,161.2,156,91,90,21,42,146,0,3,5,1.261,0.054,741800.0,NBL,['MON'],['NBL'],639.5999999999999,0,0,[2024],0.29593992020652427,198,483.59999999999997,24.342857142857138,0,100,Active,0,0,0,0,Montgomery,Pigeon
720265,Luis Ginn,31,WAT,1.8,6,12,4.14,27,26,1,1,0,156.2,142,75,72,32,42,187,0,0,5,1.126,5.166,7500000.0,ACB,['WAT'],['ACB'],610.5999999999999,0,0,[2024],0.2729035385361125,184,468.59999999999997,24.170370370370367,0,100,Active,0,0,0,0,Waterloo,Caribou
643749,Quinn Hader,24,GRA,0.3,8,14,4.53,33,31,2,0,1,159.0,153,86,81,23,70,187,0,0,7,1.407,0.0,740000.0,ACB,['GRA'],['ACB'],630.0,0,0,[2024],0.3192648059904697,223,477.0,21.21212121212121,0,100,Active,0,0,0,0,Grayslake,Spider monkey
297197,Paolo Buehler,27,SHR,1.7,8,9,4.43,28,31,1,0,0,155.1,154,80,76,20,51,103,0,0,1,1.286,1.138,755000.0,NBL,['SHR'],['NBL'],619.3,0,0,[2024],0.300046663555763,205,465.29999999999995,23.939285714285713,0,100,Active,0,0,0,0,Shreveport,Moth
224814,Christian Arozarena,33,BOS,4.0,12,8,3.1,45,17,2,1,3,158.1,141,59,51,15,18,127,0,2,4,1.026,5.002,14000000.0,NBL,['BOS'],['NBL'],615.3,0,0,[2024],0.25484351713859915,159,474.29999999999995,14.073333333333332,0,100,Active,0,0,0,0,Boston,Common household pests
708132,Robbie Kelly,25,SIO,1.8,13,5,3.53,25,26,3,3,0,152.1,144,64,60,20,39,125,0,3,9,1.211,0.034,742500.0,NBL,['SIO'],['NBL'],600.3,0,0,[2024],0.2875801472334362,183,456.29999999999995,25.572,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
474232,Matt Martínez,25,BOS,3.3,11,10,3.72,26,27,2,1,1,152.0,140,66,62,25,58,124,0,1,6,1.297,0.119,742500.0,NBL,['BOS'],['NBL'],596.0,0,0,[2024],0.30183849197114265,198,456.0,25.153846153846153,0,100,Active,0,0,0,0,Boston,Common household pests
600818,Yandy Hurt,23,PAL,1.6,8,14,4.11,30,27,1,2,1,149.0,133,75,66,24,54,169,0,0,6,1.225,0.114,743300.0,ACB,['PAL'],['ACB'],580.0,0,0,[2024],0.2899408284023669,187,447.0,21.133333333333333,0,100,Active,0,0,0,0,Palmdale,Skink
731187,Dan Burke,25,TEM,2.7,13,8,3.0,27,25,4,0,0,149.0,137,58,50,22,38,137,0,5,5,1.174,0.0,740000.0,NBL,['TEM'],['NBL'],584.0,0,0,[2024],0.28126497364638237,175,447.0,23.037037037037038,0,100,Active,0,0,0,0,Tempe,Steelhead trout
541301,Jeimer Boyle,30,RIV,5.1,9,7,1.99,26,28,3,0,2,147.2,118,38,30,14,44,161,0,1,5,1.106,6.004,4000000.0,NBL,['RIV'],['NBL'],559.5999999999999,0,0,[2024],0.2693619094008768,162,441.59999999999997,23.21538461538461,0,100,Active,0,0,0,0,Riverside,Fancy rat
905592,Nick Priester,28,PHO,2.3,7,9,3.6,24,24,0,0,0,148.0,119,68,60,20,28,159,0,2,3,0.985,2.033,758850.0,ACB,['PHO'],['ACB'],563.0,0,0,[2024],0.24717691342534504,147,444.0,24.625,0,100,Active,0,0,0,0,Phoenix,Stingray
32164,Griffin Avila,33,MON,1.0,5,8,3.46,31,28,0,2,3,149.0,163,74,73,25,52,117,0,4,2,1.212,11.038,8000000.0,NBL,['MON'],['NBL'],610.0,0,0,[2024],0.28774928774928776,215,447.0,21.35483870967742,0,100,Active,0,0,0,0,Montgomery,Pigeon
844916,Cristian Tellez,28,LAS,1.9,6,7,3.07,25,26,1,1,1,147.2,121,58,51,16,41,145,0,0,5,1.099,2.143,4000000.0,NBL,['LAS'],['NBL'],562.5999999999999,0,0,[2024],0.26811417418882655,162,441.59999999999997,24.143999999999995,0,100,Active,0,0,0,0,Las Vegas,list
897270,Austin Collins,30,SIO,1.9,10,6,3.49,23,22,1,3,2,149.0,104,58,53,19,35,182,0,3,12,0.948,6.158,17500000.0,NBL,['SIO'],['NBL'],551.0,0,0,[2024],0.24012158054711244,139,447.0,25.47826086956522,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
