Hashcode,Player,Age,Team,WAR,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,SO,HBP,BK,WP,WHIP,Season,Pos'n,Salary,2024 ,Role,League,Division,PA,Teams,Leagues,IP_Dec,BIP,IP_True,Years_Included,Projection_Method,AB,2B,3B,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,BS,HLD,E,Age_Adjustment,Injury_Rate_Adj,Injury_Perf_Adj,Streak_Adjustment,Def_WAR
242591739485461050525040341076291548541,Kyle Gibson,37,BAL,-1.1,0,3,2.078711942195642,4,4,0,0,0,50.0,52.89489555128004,23,11.548399678864678,5.075105244083532,18.514810104357064,36.82198423540103,0,0,1,1.428194113112742,2026,rhp-s,10,"$12,000,000 ",Pitcher,AL,East,188.55341161566247,['BAL'],['AL'],12.3333,56.0,50.0,"[2023, 2024, 2025]",Trend,202.89489555128003,0,0,0.32252292393496984,71.4097056556371,150.0,55.35242641390927,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.36734881049526824
226897916307641009040934671048722819339,Zack Wheeler,35,PHI,5.0,10,5,1.69701869874308,24,24,1,0,0,149.66659999999996,114.51551921291082,48,28.220779864144554,15.659337648098395,47.21427950006939,141.4463024865712,0,0,2,1.0806004727372722,2026,rhp-s,10,"$23,500,000 ",Pitcher,NL,East,544.4877619014945,['PHI'],['NL'],149.66659999999996,369.0,149.66659999999996,"[2023, 2024, 2025]",Trend,568.5155192129108,0,0,0.26481408311272486,161.7297987129802,448.9997999999999,25.447066613040835,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.9405327572723037
231369128216524093498049139513562818515,Logan Gilbert,28,SEA,2.1,6,6,1.697140662971263,25,25,0,0,0,131.0,107.98483112435935,53,24.702825205470607,18.155231650115198,36.90090453021854,138.45665153368932,0,0,10,1.1059979820960144,2026,rhp-s,2,"$4,050,000 ",Pitcher,AL,West,540.0171156634742,['SEA'],['AL'],131.0,331.0,131.0,"[2023, 2024, 2025]",Trend,500.98483112435935,0,0,0.2693615503267804,144.8857356545779,393.0,21.51542942618312,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.9572474524694319
50397370415003096887420499612310825047,George Kirby,27,SEA,0.8,10,8,1.7452881528538855,23,23,0,0,0,126.0,115.53775412345104,60,24.434034139954395,15.227186683269753,32.0078126311874,120.0581509837131,0,0,3,1.1709965615447495,2026,rhp-s,1,"$798,600 ",Pitcher,AL,West,527.6437978092744,['SEA'],['AL'],126.0,369.0,126.0,"[2023, 2024, 2025]",Trend,493.537754123451,0,0,0.28074742912544265,147.54556675463843,378.0,22.84980725020167,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.1264788898221685
89055503533469720797918363298301662918,José Berríos,31,TOR,1.3,9,5,1.6981656573971387,31,30,0,0,0,169.32,155.58539513969333,86,31.9481565678315,24.469615871060448,55.100262954946054,149.45472150955658,0,1,1,1.2443046190328337,2026,,740000,,,AL,East,717.8027675294408,['TOR'],['AL'],166.0,527.0,169.32,"[2023, 2024, 2025]",Trend,665.5853951396933,0,0,0.29317043207807697,210.6856580946394,507.96,23.182118003052885,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.11707183544472621
73234253507158700641326299007821856903,Jordan Montgomery,31,ARI,-1.4,8,7,2.2253573869402206,25,21,0,0,1,117.0,113.81965872547521,83,28.929646030222866,13.59978986758691,38.58587363023555,99.36713858994335,0,0,7,1.3026113876556475,2026,lhp-s,6,"$25,000,000 ",Pitcher,NL,West,503.9988566816584,['ARI'],['NL'],117.0,419.0,117.0,"[2023, 2024]",Trend,464.8196587254752,0,0,0.30274902153443095,152.40553235571076,351.0,20.13622129422843,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.0
294400391395665697006864615322710197330,Spencer Strider,26,ATL,1.0,7,14,2.20070961381866,23,23,0,0,0,125.33329999999998,113.19869694136528,63,30.64691091573536,16.6002586734224,43.250913694764584,145.86447136192555,0,1,1,1.2482685019554252,2026,rhp-s,2,"$1,000,000 ",Pitcher,NL,East,536.4557088803552,['ATL'],['NL'],125.33329999999998,377.0,125.33329999999998,"[2023, 2025]",Trend,491.19869694136526,0,0,0.2938299453956036,156.44961063612988,375.9998999999999,23.149978723309992,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.3160516596567713
234875434716038137103550097859183445507,Kevin Gausman,34,TOR,3.8,10,11,1.693716350620056,32,32,1,1,0,196.86,167.5324313666448,79,37.04722230922936,20.713039707780993,65.52812169771144,188.28523587405573,0,2,1,1.1838898357429453,2026,rhp-s,9,"$24,000,000 ",Pitcher,AL,East,760.1710311963727,['TOR'],['AL'],193.0,548.0,196.86,"[2023, 2024, 2025]",Trend,764.5324313666448,0,0,0.2829639121061414,233.06055306435624,590.58,25.738767283261133,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.318777629295508
244330477074860976492387142991655192103,Sandy Alcantara,29,MIA,0.0,11,12,2.1045701489263218,31,31,0,0,0,178.15993199999997,164.16228159181807,107,41.661119402438146,22.361751540278423,57.53505102610794,150.80013617838833,0,2,8,1.2443725709208626,2026,rhp-s,5,"$9,300,000 ",Pitcher,NL,East,765.2605683438481,['MIA'],['NL'],174.66659999999996,556.0,178.15993199999997,"[2023, 2025]",Trend,700.1622815918181,0,0,0.29318174833338967,221.697332617926,534.4797959999999,24.392810600578255,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.2466433892973505
158987175896159412710605144132786067377,Lucas Giolito,30,BOS,2.1,10,4,2.150434831924493,26,26,0,0,0,145.0,133.0589981450808,62,34.645894514339055,21.158311780797536,53.77534071350587,145.83597866584444,0,0,4,1.2885126817833563,2026,rhp-s,6,"$18,000,000 ",Pitcher,AL,East,627.8904552141777,['BOS'],['AL'],145.0,446.0,145.0,"[2023, 2025]",Trend,568.0589981450807,0,0,0.3004567731038013,186.83433885858668,435.0,23.91670534071487,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.26326723878489466
226008076789094669336110092497395081706,Sonny Gray,35,STL,1.4,14,8,1.7501486782851812,32,32,1,1,0,184.27993199999997,170.3384103018194,93,35.83525326936478,17.826732427132402,59.138715132168045,167.4459014658485,0,0,2,1.2452637839804905,2026,rhp-s,10,"$10,000,000 ",Pitcher,NL,Central,684.0602821218245,['STL'],['NL'],180.66659999999996,529.0,184.27993199999997,"[2023, 2024, 2025]",Trend,725.3384103018194,0,0,0.29333013149371195,229.47712543398745,552.839796,24.447403794812107,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.5013434422518444
285969190963829088261821711494891976202,Patrick Corbin,35,TEX,-0.5,7,11,1.9270920851852,31,30,1,0,0,158.43996599999997,154.7659805004767,79,33.92537827284579,19.759840444448866,58.676004668385424,107.12192391796678,0,0,6,1.3471473805344174,2026,lhp-s,11,"$35,416,667 ",Pitcher,AL,West,616.2942868542915,['TEX'],['AL'],155.33329999999998,499.0,158.43996599999997,"[2023, 2024, 2025]",Trend,632.7659805004766,0,0,0.3098922724742784,213.44198516886212,475.3198979999999,22.218125263511677,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.389551924429245
108734815656214517965684477291023438395,Blake Snell,32,LAD,1.3,5,4,2.0253245138258107,11,11,0,0,0,61.3333,52.73455085628352,21,13.802204000425844,5.445444815959827,26.214890683727425,73.27087403782149,0,0,7,1.287219855119665,2026,lhp-s,7,"$32,000,000 ",Pitcher,NL,West,254.99101177399345,['LAD'],['NL'],61.3333,163.0,61.3333,"[2023, 2024, 2025]",Trend,238.73455085628353,0,0,0.30024582331193184,78.94944154001095,183.9999,23.90448559454645,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.46221405777179037
109396219842873205205602083757195252741,Jesús Luzardo,27,PHI,3.9,15,7,1.9283348616473195,32,32,0,0,0,187.33993199999998,171.39247101924767,85,40.13934687269313,22.15959299655387,61.761854266047294,197.04202372398026,0,1,2,1.2445522040933323,2026,,740000,,,NL,East,803.202132442514,['PHI'],['NL'],183.66659999999996,505.0,187.33993199999998,"[2023, 2024, 2025]",Trend,735.3924710192476,0,0,0.2932116615017998,233.15432528529496,562.0197959999999,24.849191290165464,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.0731379131735364
114168431361192576894837024259139796136,Zach Eflin,31,BAL,-0.4,6,5,1.9493158336370964,14,14,0,0,0,71.33329999999998,71.87450025712342,48,15.450125683953893,10.034072985860632,19.1859058092908,58.36711835228611,0,0,1,1.2765483451125104,2026,rhp-s,7,"$11,000,000 ",Pitcher,AL,East,298.68360341836336,['BAL'],['AL'],71.33329999999998,254.0,71.33329999999998,"[2023, 2024, 2025]",Trend,287.87450025712343,0,0,0.2984996876210752,91.06040606641422,213.99989999999994,21.790021861886725,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.17930673862187418
197318706979999519870766485428454732429,Merrill Kelly,36,TEX,-0.1,12,9,1.9411598311750744,32,32,0,0,0,187.67989799999995,164.00995027855544,26,40.47963101295946,21.26605216015197,64.9935164078379,150.61507211465442,0,2,1,1.2201811122382078,2026,rhp-s,5,"$8,500,000 ",Pitcher,AL,West,696.8009613376227,"['ARI', 'TEX']","['AL', 'NL']",183.99989999999994,544.0,187.67989799999995,"[2023, 2024, 2025]",Trend,732.0099502785554,0,0,0.2891300348934728,229.00346668639332,563.0396939999998,24.751348771449784,0,100,Active,0,0,0,0,0.0,0,0,0.0,-3.27553106220426
284912394640719458009200073184228142475,Johan Oviedo,27,PIT,0.8,2,1,2.520049745718736,9,9,0,0,0,50.0,44.755695679276435,17,14.000276365104089,6.287177848983677,20.672416297803707,46.989351860539266,0,1,1,1.3085622395416028,2026,rhp-s,2,"$765,000 ",Pitcher,NL,Central,217.44889395719557,['PIT'],['NL'],40.3333,108.0,50.0,"[2023, 2025]",Trend,194.75569567927644,0,0,0.3037120428555823,65.42811197708014,150.0,23.93645688634224,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.5403472386800525
98978159932474937313622765962817632265,Dylan Cease,29,SDP,1.1,8,12,1.7426896906893043,32,32,0,0,0,171.36,151.09322812016873,91,33.180811710724356,20.079319452160643,65.3352711446295,201.86027032200838,0,0,5,1.263004780957039,2026,rhp-s,4,"$8,000,000 ",Pitcher,NL,West,739.4669025713135,['SDP'],['NL'],168.0,446.0,171.36,"[2023, 2024, 2025]",Trend,668.0932281201688,0,0,0.29627102146329193,216.42849926479823,514.08,22.828390602024946,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.2982681493925203
287264138372932123723787983441768073392,Bryce Elder,26,ATL,-0.4,8,11,2.0853169679192174,28,28,0,0,0,159.45996599999998,162.79348587365757,95,36.947174755957946,21.927238070676406,55.146905188493825,135.68970126990484,0,0,2,1.366740483703298,2026,rhp,1,,Pitcher,NL,East,704.5584278379652,['ATL'],['NL'],156.33329999999998,511.0,159.45996599999998,"[2023, 2024, 2025]",Trend,644.7934858736576,0,0,0.3129887129322161,217.9403910621514,478.3798979999999,24.86858175221969,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.8801500814031429
88216253350680747590647493920351739806,Justin Steele,29,CHC,0.1,3,1,2.089428004448412,4,4,0,0,0,50.0,45.08905612209457,12,11.607933358046735,5.181348092734124,15.306295887946575,49.879926466808016,0,0,0,1.207907040200823,2026,lhp-s,2,"$4,000,000 ",Pitcher,NL,Central,212.3114190555689,['CHC'],['NL'],22.6666,69.0,50.0,"[2023, 2024, 2025]",Trend,195.08905612209458,0,0,0.2870564935634071,60.395352010041144,150.0,52.598838002510284,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.00905686259829741
317709734809170083362733638107896131048,Dane Dunning,30,ATL,-0.4,0,0,2.2748475583321364,12,0,0,0,2,50.0,48.82379839647022,13,12.63804199073409,6.810153042520472,17.597555535464146,43.86199143891356,0,0,1,1.3284270786386871,2026,rhp,3,"$3,325,000 ",Pitcher,NL,East,216.9858287142596,"['ATL', 'TEX']","['AL', 'NL']",20.6666,68.0,50.0,"[2023, 2024, 2025]",Trend,198.8237983964702,0,0,0.3069075797059481,66.42135393193436,150.0,18.035112827661198,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.5389716597616139
184870043581155111265698542254012243525,Dean Kremer,29,BAL,2.1,11,10,1.841508436227975,31,29,0,0,0,175.09993199999997,161.21343120581673,83,35.8275557734383,23.612715277293677,58.74810517392339,159.8411650892125,0,1,9,1.2562057213119886,2026,rhp-s,2,"$756,600 ",Pitcher,AL,East,754.1079624095208,['BAL'],['AL'],171.66659999999996,538.0,175.09993199999997,"[2023, 2024, 2025]",Trend,687.2134312058167,0,0,0.29514685228249715,219.96153637974012,525.2997959999999,24.040688141281937,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.47484891837565835
148516334278384908394973805860902103237,Taijuan Walker,32,PHI,1.5,5,8,2.1082374487838527,34,21,0,0,1,123.6666,126.06386536729761,62,28.96872858708591,20.14849368188137,47.857392353886816,95.07824877217615,0,0,1,1.4063721143880759,2026,rhp-s,9,"$18,000,000 ",Pitcher,NL,East,538.9034719873292,['PHI'],['NL'],123.6666,421.0,123.6666,"[2023, 2024, 2025]",Trend,502.0638653672976,0,0,0.3191678046880937,173.92125772118442,370.9998,16.02708993297601,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.073862616371411
221407475016411453267488104717287047958,Kyle Bradish,28,BAL,1.2,1,1,2.3682283549036005,6,6,0,0,0,50.0,43.073458834248605,9,13.156824193908893,5.131477831087832,16.634627097701106,56.23204040256912,0,0,0,1.1941617186389941,2026,rhp-s,1,"$754,500 ",Pitcher,AL,East,210.71700009359358,['BAL'],['AL'],32.0,73.0,50.0,"[2023, 2024, 2025]",Trend,193.0734588342486,0,0,0.28471999859521385,59.70808593194971,150.0,34.95134765532495,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.15641453239084258
135111363479864983939760444872241319106,Yusei Kikuchi,34,LAA,3.3,7,11,1.7895508010730452,33,33,0,0,0,181.89996599999998,168.31657723694482,87,36.16880331893996,22.894784832107458,62.84908401059936,173.23157040053968,0,0,8,1.2708394967349483,2026,lhp-s,5,"$10,000,000 ",Pitcher,AL,West,718.2520329109888,['LAA'],['AL'],178.33329999999998,544.0,181.89996599999998,"[2023, 2024, 2025]",Trend,720.3165772369448,0,0,0.2975619893246991,231.1656612475442,545.699898,23.541380583258913,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.1044682429488955
300725821060654336982761308794102756587,Kodai Senga,32,NYM,2.1,7,6,2.245589587673372,22,22,0,0,0,113.33329999999998,99.5976870234893,44,28.27778649074028,12.918646729795553,47.035935342811946,120.3929472932288,0,0,5,1.2938264602398524,2026,rhp-s,1,"$15,000,000 ",Pitcher,NL,East,479.484346097597,['NYM'],['NL'],113.33329999999998,328.0,113.33329999999998,"[2023, 2025]",Trend,441.5976870234893,0,0,0.30132248525190264,146.63362236630124,339.9998999999999,22.119705562104595,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.5377928906966627
139150909994119728210536681475510798606,Freddy Peralta,29,MIL,5.5,17,6,1.727644916458749,33,33,0,0,0,180.19993199999996,152.38423598436214,54,34.59127738511247,24.16012435990918,64.47504175815763,209.87375647448593,0,2,4,1.2034370675707016,2026,rhp-s,5,"$5,735,000 ",Pitcher,NL,Central,762.9090578904467,['MIL'],['NL'],176.66659999999996,459.0,180.19993199999996,"[2023, 2024, 2025]",Trend,694.3842359843621,0,0,0.28629834305244056,216.85927774251977,540.5997959999999,22.953305264924836,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.9832714078659661
19276351478912484165576215468805921642,Charlie Morton,41,DET,-0.8,9,11,1.928586194522152,32,26,0,0,0,140.66659999999996,133.28769137607688,31,30.143073643374407,15.675607241383464,68.35643411209439,122.53506768001739,0,2,3,1.433489723133788,2026,rhp-s,15,"$20,000,000 ",Pitcher,AL,Central,543.1031129321145,"['DET', 'BAL']",['AL'],140.66659999999996,438.0,140.66659999999996,"[2023, 2024, 2025]",Trend,560.2876913760769,0,0,0.32333214074093614,201.64412548817126,421.9997999999999,19.488872671505348,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.7551949410737313
34641841594177014113010234711642045562,Justin Verlander,42,SFG,1.2,4,11,2.040049982972873,29,29,0,0,0,155.04,146.04151794757342,74,35.14326104001269,17.355758414816716,55.783700194011736,115.90050494063892,0,0,2,1.301762242915281,2026,rhp-s,18,"$43,333,333 ",Pitcher,NL,West,586.2845455764441,['SFG'],['NL'],152.0,480.0,155.04,"[2023, 2024, 2025]",Trend,611.0415179475734,0,0,0.30261138793972114,201.82521814158517,465.12,22.99811097039949,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.437586526699053
117413615933481215376711282947432854654,Cristian Javier,28,HOU,0.1,2,4,2.4721438992154625,8,8,0,0,0,50.0,45.15491145902389,22,13.734132773419237,5.854420991372881,19.573219309348282,45.79885414237592,0,0,3,1.2945626153674437,2026,rhp-s,4,"$7,400,000 ",Pitcher,AL,West,216.5762354730779,['HOU'],['AL'],37.0,110.0,50.0,"[2023, 2024, 2025]",Trend,195.15491145902388,0,0,0.3014422494935915,64.72813076837218,150.0,26.841016346046523,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.607687363589755
310707591511812309538860837378505572658,Joe Ryan,29,MIN,4.5,13,10,1.8386121674550944,31,30,0,0,0,174.42000000000002,148.8664077482542,69,35.63230380527973,26.02364051555072,49.96143062168935,195.3990714112641,0,2,0,1.139937153823779,2026,rhp-s,2,"$758,850 ",Pitcher,AL,Central,731.5180545241424,['MIN'],['AL'],171.0,469.0,174.42000000000002,"[2023, 2024, 2025]",Trend,674.8664077482542,0,0,0.2753513185027208,198.82783836994355,523.26,23.29315607644979,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.1521596019080094
231178150210748496514656549761424725637,Braxton Garrett,26,MIA,0.3,2,2,2.6136256570773786,7,7,1,1,0,50.0,47.01434347995353,24,14.52014253931877,6.425614775502994,14.470921918049998,47.50871368610265,0,0,1,1.2297053079600706,2026,lhp,1,"$764,000 ",Pitcher,NL,East,213.59417457286267,['MIA'],['NL'],37.0,122.0,50.0,"[2023, 2024]",Trend,197.01434347995354,0,0,0.29073072907605013,61.48526539800353,150.0,30.21218077114336,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.0
95434440804840110567836219136890221079,Brady Singer,28,CIN,3.1,14,12,1.7835604577073667,32,32,0,0,0,173.05993199999998,157.10445717084514,80,34.29587239208063,21.063970657478432,57.19058177162729,157.48720232046279,0,0,3,1.238270675747593,2026,rhp-s,3,"$4,850,000 ",Pitcher,NL,Central,758.7684286629712,['CIN'],['NL'],169.66659999999996,510.0,173.05993199999998,"[2023, 2024, 2025]",Trend,677.1044571708451,0,0,0.2921641326103301,214.29503894247244,519.1797959999999,22.921088591952262,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.17301406223880322
177918796989997981811946046386394982647,Clarke Schmidt,29,NYY,1.7,4,4,2.130813475620189,14,14,0,0,0,78.6666,68.30207591278908,29,18.62487237346924,9.689005991367583,26.631320268970246,77.02952065364438,0,2,2,1.2067814826337901,2026,rhp-s,2,"$2,025,000 ",Pitcher,AL,East,340.14413887477804,['NYY'],['AL'],78.6666,220.0,78.6666,"[2023, 2024, 2025]",Trend,309.30207591278906,0,0,0.2868657399048562,94.93339618175932,235.9998,23.638085441554235,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.5063352357523438
149335146614084142085945646994612512285,Jon Gray,33,TEX,-0.6,1,1,2.335966578151685,6,0,0,0,0,50.0,47.57379653342887,12,12.977592100842696,6.014094505407979,17.29158060958751,42.40285186793713,0,0,0,1.2973075428603276,2026,rhp-s,8,"$13,000,000 ",Pitcher,AL,West,207.48155142028776,['TEX'],['AL'],14.0,45.0,50.0,"[2023, 2024, 2025]",Trend,197.57379653342886,0,0,0.30188845688173105,64.86537714301637,150.0,35.810896190502724,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.27948530874567296
276210943892672239476804953925910421969,Brayan Bello,26,BOS,2.4,11,9,1.8164270384168122,29,28,1,0,0,169.99993199999997,153.7051515429437,71,34.31027477931327,20.878136255561728,58.36101185602753,147.78691662089346,0,0,5,1.2474485189733562,2026,rhp-s,1,"$1,166,667 ",Pitcher,AL,East,741.0922246917696,['BOS'],['AL'],166.66659999999996,536.0,169.99993199999997,"[2023, 2024, 2025]",Trend,670.7051515429437,0,0,0.29369361709765346,212.06616339897124,509.99979599999995,24.898826186171423,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.05519146683950549
92509440140058231466982508370273425018,Hunter Brown,26,HOU,6.1,12,9,1.712501857374332,31,31,1,0,0,189.039966,164.30302800325043,55,35.97014365477562,21.83250770631454,64.61552528980872,203.75685445220103,0,1,0,1.2109532081330312,2026,rhp-s,1,"$774,500 ",Pitcher,AL,West,816.6194872815471,['HOU'],['AL'],185.33329999999998,490.0,189.039966,"[2023, 2024, 2025]",Trend,731.3030280032505,0,0,0.2875722308654956,228.91855329305915,567.1198979999999,25.678659719130938,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.4480589219093911
291427881798253012652052581430359887493,Kyle Freeland,32,COL,1.3,5,17,1.993097835028801,31,31,0,0,0,165.91993199999996,171.7147467691687,105,36.74385080636953,25.167464971506902,51.10502596134259,119.34751849263465,0,0,2,1.3429355354998056,2026,lhp-s,6,"$15,000,000 ",Pitcher,NL,West,716.7866432940885,['COL'],['NL'],162.66659999999996,563.0,165.91993199999996,"[2023, 2024, 2025]",Trend,675.7147467691686,0,0,0.30922299548829346,222.8197727305113,497.7597959999999,23.24450221711326,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.8927988389439159
