Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
49,Spencer Torkelson,25,DET,AL,2.3,155,649,563,82,135,27,1,31,78,2,1,72,169,.240,.333,.456,.789,117,.339,116,257,12,9,0,5,6,*3D/H,,torkesp01
50,Pete Crow-Armstrong*,23,CHC,NL,6.0,157,647,591,91,146,37,4,31,95,35,8,29,155,.247,.287,.481,.768,118,.337,117,284,1,9,6,12,1,*8/HD,AS,crowape01
51,Dansby Swanson,31,CHC,NL,4.5,159,645,590,84,144,24,3,24,77,20,3,47,168,.244,.300,.417,.717,105,.323,108,246,9,2,1,5,1,*6,,swansda01
52,Christian Yelich*,33,MIL,NL,3.1,150,644,573,88,151,21,0,29,103,16,6,64,167,.264,.343,.452,.795,121,.350,121,259,6,6,0,1,6,*D7/H,,yelicch01
53,Corbin Carroll*,24,ARI,NL,5.8,143,642,564,107,146,32,17,31,84,32,6,67,153,.259,.343,.541,.883,140,.382,137,305,6,7,0,4,4,*9/8DH,AS,carroco02
54,Michael Harris II*,24,ATL,NL,2.1,160,641,611,55,152,26,6,20,86,20,6,16,128,.249,.268,.409,.678,88,.295,83,250,7,3,4,7,1,*8/H,,harrimi04
55,Salvador Perez,35,KCR,AL,0.4,155,641,597,54,141,35,0,30,100,0,0,28,125,.236,.284,.446,.729,100,.311,97,266,14,12,0,1,5,2D3,,perezsa02
56,Christian Walker,34,HOU,AL,0.2,154,640,585,72,139,24,1,27,88,2,1,40,177,.238,.297,.421,.717,97,.312,96,246,10,11,0,4,1,*3/DH,,walkech02
57,Trea Turner,32,PHI,NL,5.5,141,639,589,94,179,31,7,15,69,36,7,43,107,.304,.355,.457,.812,121,.368,124,269,11,5,0,2,1,*6/DH,,turnetr01
58,CJ Abrams*,24,WSN,NL,3.3,144,635,580,92,149,35,5,19,60,31,3,37,125,.257,.315,.433,.748,111,.338,111,251,5,14,1,3,1,*6/HD,,abramcj01
59,Lawrence Butler*,24,ATH,AL,1.9,152,630,569,83,133,30,2,21,63,22,7,59,179,.234,.306,.404,.710,96,.313,95,230,7,0,2,0,0,*98H,,butlela01
60,Bo Bichette,27,TOR,AL,3.4,139,628,582,78,181,44,1,18,94,4,3,40,91,.311,.357,.483,.840,129,.364,132,281,17,3,0,3,2,*6/DH,,bichebo01
61,Gleyber Torres,28,DET,AL,2.9,145,628,532,79,136,22,0,16,74,4,1,85,101,.256,.358,.387,.745,108,.336,113,206,11,4,0,7,0,*4D/H,AS,torregl01
62,Freddie Freeman*,35,LAD,NL,3.5,147,627,556,81,164,39,2,24,90,6,2,60,128,.295,.367,.502,.869,141,.376,141,279,13,6,0,5,7,*3/H,AS,freemfr01
63,Andy Pages,24,LAD,NL,3.8,156,624,581,74,158,27,1,27,86,14,7,29,135,.272,.313,.461,.774,114,.338,115,268,9,8,0,6,0,*897,,pagesan01
64,Tyler Soderstrom*,23,ATH,AL,4.4,158,624,561,75,155,34,1,25,93,8,3,55,141,.276,.346,.474,.820,126,.352,125,266,18,6,0,2,2,73H/D,,soderty01
65,Xavier Edwards#,25,MIA,NL,3.2,139,619,561,75,159,20,5,3,43,27,7,49,88,.283,.343,.353,.695,94,.317,93,198,6,3,3,3,2,46/HD,,edwarxa01
66,Jung Hoo Lee*,26,SFG,NL,1.8,150,617,560,73,149,31,12,8,55,10,3,47,71,.266,.327,.407,.735,110,.329,112,228,2,6,0,4,0,*8/HD,,leeju01
67,Nathaniel Lowe*,29,2TM,2LG,0.1,153,609,540,64,123,23,3,18,84,1,0,62,159,.228,.307,.381,.689,94,.304,93,206,6,2,0,5,2,*3/HD,,lowena01
67,Nathaniel Lowe*,29,WSN,NL,-0.3,119,490,440,50,95,17,2,16,68,1,0,47,130,.216,.292,.373,.665,88,.297,88,164,5,1,0,2,0,*3/DH,,lowena01
67,Nathaniel Lowe*,29,BOS,AL,0.4,34,119,100,14,28,6,1,2,16,0,0,15,29,.280,.370,.420,.790,121,.336,115,42,1,1,0,3,2,3/HD,,lowena01
68,Josh Naylor*,28,2TM,2LG,3.1,147,604,543,81,160,29,1,20,92,30,2,48,83,.295,.353,.462,.816,128,.365,128,251,17,4,0,5,4,*3D/H,,naylojo01
68,Josh Naylor*,28,ARI,NL,0.8,93,394,349,49,102,19,1,11,59,11,2,37,49,.292,.360,.447,.807,123,.356,122,156,14,2,0,4,4,3D/H,,naylojo01
68,Josh Naylor*,28,SEA,AL,2.2,54,210,194,32,58,10,0,9,33,19,0,11,34,.299,.341,.490,.831,138,.380,141,95,3,2,0,1,0,3/DH,,naylojo01
69,Kyle Tucker*,28,CHC,NL,4.5,136,597,500,91,133,25,4,22,73,25,3,87,88,.266,.377,.464,.841,143,.375,143,232,8,4,1,3,7,*9D/H,AS,tuckeky01
70,Anthony Volpe,24,NYY,AL,1.7,153,596,539,65,114,32,4,19,72,18,8,43,150,.212,.272,.391,.663,83,.287,80,211,10,4,3,7,0,*6/H,,volpean01
71,Sal Frelick*,25,MIL,NL,3.0,142,594,528,76,152,20,3,12,63,19,6,47,80,.288,.351,.405,.756,111,.335,110,214,4,7,3,5,0,*98/H35,,frelisa01
72,Otto López,26,MIA,NL,3.5,143,594,544,66,134,21,0,15,77,15,6,44,82,.246,.305,.368,.672,86,.307,89,200,9,3,0,3,2,*64/HD,,lopezot01
73,Michael Busch*,27,CHC,NL,4.5,155,592,524,78,137,25,5,34,90,4,0,56,139,.261,.343,.523,.866,147,.376,148,274,2,10,0,2,2,*3H/D,,buschmi02
74,Marcell Ozuna,34,ATL,NL,1.6,145,592,487,61,113,19,0,21,68,0,0,94,144,.232,.355,.400,.756,113,.342,118,195,11,3,0,7,2,*D/H,,ozunama01
75,Nick Castellanos,33,PHI,NL,-1.0,147,589,547,72,137,27,2,17,72,4,0,32,133,.250,.294,.400,.694,88,.309,87,219,13,4,0,6,0,*9/DH,,casteni01
76,Jackson Chourio,21,MIL,NL,2.2,131,589,549,88,148,35,4,21,78,21,7,30,121,.270,.308,.463,.770,112,.339,112,254,13,3,1,6,1,*879/D,,chourja01
77,Jordan Beck,24,COL,NL,0.9,148,588,539,62,139,27,5,16,53,19,8,43,174,.258,.317,.416,.732,94,.327,94,224,9,4,0,1,0,*7H/D8,,beckjo01
78,Ernie Clement,29,TOR,AL,4.3,157,588,545,83,151,35,2,9,50,6,5,27,61,.277,.313,.398,.711,95,.306,91,217,13,4,7,5,1,5463H,,clemeer01
79,Ceddanne Rafaela,24,BOS,AL,4.8,156,587,546,84,136,34,4,16,63,20,5,28,117,.249,.295,.414,.708,95,.309,92,226,9,8,3,2,0,*84/H,,rafaece01
80,George Springer,35,TOR,AL,4.8,140,586,498,106,154,27,1,32,84,18,1,69,111,.309,.399,.560,.959,161,.414,165,279,14,8,0,4,3,D978/H,,springe01
81,Ryan McMahon*,30,2TM,2LG,2.2,154,586,509,62,109,23,1,20,53,3,1,70,189,.214,.312,.381,.693,87,.305,83,194,7,4,0,3,1,*5/HD,,mcmahry01
81,Ryan McMahon*,30,COL,NL,1.2,100,401,350,42,76,15,1,16,35,2,1,49,127,.217,.314,.403,.717,90,.314,86,141,4,1,0,1,1,5/HD,,mcmahry01
81,Ryan McMahon*,30,NYY,AL,1.0,54,185,159,20,33,8,0,4,18,1,0,21,62,.208,.308,.333,.641,81,.287,79,53,3,3,0,2,0,5/H,,mcmahry01
82,Agustín Ramírez,23,MIA,NL,-0.4,136,585,537,72,124,33,1,21,67,16,3,36,113,.231,.287,.413,.701,92,.310,89,222,13,8,0,4,2,2D/H,,ramirag01
83,Carlos Correa,30,2TM,AL,1.5,144,584,537,63,148,29,0,13,52,0,0,45,113,.276,.332,.402,.734,103,.323,103,216,19,1,0,1,0,65/H,,correca01
83,Carlos Correa,30,MIN,AL,0.1,93,364,337,40,90,19,0,7,31,0,0,26,68,.267,.319,.386,.704,94,.308,91,130,12,0,0,1,0,6/H,,correca01
83,Carlos Correa,30,HOU,AL,1.3,51,220,200,23,58,10,0,6,21,0,0,19,45,.290,.355,.430,.785,117,.349,123,86,7,1,0,0,0,5/6,,correca01
84,Lars Nootbaar*,27,STL,NL,1.3,135,583,509,68,119,24,1,13,48,4,5,64,119,.234,.325,.361,.686,95,.303,94,184,4,6,1,3,3,*798/HD,,nootbla01
85,Trent Grisham*,28,NYY,AL,3.5,143,581,494,87,116,9,1,34,74,3,2,82,137,.235,.348,.464,.811,125,.363,135,229,7,4,0,1,0,*8/H,,grishtr01
86,Bryce Harper*,32,PHI,NL,3.2,132,580,501,72,131,32,0,27,75,12,2,70,121,.261,.357,.487,.844,129,.367,127,244,5,6,0,3,6,*3/D,,harpebr03
87,Hunter Goodman,25,COL,NL,3.7,144,579,540,73,150,28,5,31,91,1,2,33,152,.278,.323,.520,.843,120,.367,124,281,16,4,0,2,0,2D/H,AS,goodmhu01
88,Matt McLain,25,CIN,NL,0.0,147,577,510,73,112,18,0,15,50,18,2,55,167,.220,.300,.343,.643,74,.297,72,175,8,5,3,4,0,*4/6HD,,mclaima01
89,Jo Adell,26,LAA,AL,1.2,152,573,526,63,124,18,1,37,98,5,1,33,151,.236,.293,.485,.778,111,.335,112,255,10,10,0,1,0,*89/HD,,adelljo01
90,Wyatt Langford,23,TEX,AL,5.6,134,573,489,73,118,25,1,22,62,22,6,74,151,.241,.344,.431,.775,127,.342,130,211,9,5,0,5,3,*78/H,,langfwy01
91,Ke'Bryan Hayes,28,2TM,NL,1.5,152,570,527,50,124,16,3,5,49,12,3,36,111,.235,.290,.306,.595,65,.275,64,161,12,5,1,1,1,*5/H,,hayeske01
91,Ke'Bryan Hayes,28,PIT,NL,1.2,100,392,369,34,87,10,2,2,36,10,2,18,81,.236,.279,.290,.569,59,.264,57,107,8,4,1,0,1,5/H,,hayeske01
91,Ke'Bryan Hayes,28,CIN,NL,0.3,52,178,158,16,37,6,1,3,13,2,1,18,30,.234,.315,.342,.656,78,.299,79,54,4,1,0,1,0,5,,hayeske01
92,Miguel Vargas,25,CHW,AL,1.8,138,569,504,80,118,32,2,16,60,6,0,56,100,.234,.316,.401,.717,100,.315,98,202,9,6,0,3,0,53/DH7,,vargami01
93,Spencer Steer,27,CIN,NL,0.6,146,568,509,66,121,21,2,21,75,7,1,51,129,.238,.312,.411,.723,94,.321,93,209,12,5,1,2,0,*3D7/H9,,steersp01
94,Yainer Diaz,26,HOU,AL,2.7,143,567,542,56,139,25,1,20,70,1,1,20,95,.256,.284,.417,.701,92,.309,94,226,13,2,0,3,2,*2D/H,,diazya02
95,Jonathan India,28,KCR,AL,0.4,136,567,497,63,116,29,0,9,45,0,4,54,106,.233,.323,.346,.669,89,.299,91,172,9,13,1,2,0,4D75/H,,indiajo01
96,Trevor Larnach*,28,MIN,AL,0.1,142,567,503,62,126,24,1,17,60,4,4,53,122,.250,.323,.404,.727,99,.323,103,203,19,4,0,6,2,D97H,,larnatr01
97,Nolan Schanuel*,23,LAA,AL,1.3,132,564,488,64,129,23,1,12,53,5,1,59,71,.264,.353,.389,.742,107,.329,108,190,10,10,3,4,4,*3,,schanno01
98,Willson Contreras,33,STL,NL,2.6,135,563,490,70,126,31,1,20,80,5,1,44,142,.257,.344,.447,.791,122,.349,123,219,15,23,1,4,1,*3D,,contrwi01
99,Josh Smith*,27,TEX,AL,3.0,144,563,495,70,124,23,2,10,35,12,3,55,100,.251,.335,.366,.700,107,.318,113,181,3,8,3,1,2,653HD/7948,,smithjo11
100,Bryson Stott*,27,PHI,NL,2.1,147,560,499,66,128,22,3,13,66,24,5,54,91,.257,.328,.391,.719,96,.324,95,195,4,1,2,4,1,*46H,,stottbr01
101,Mike Yastrzemski*,34,2TM,2LG,2.7,146,558,477,68,111,28,1,17,46,7,2,72,108,.233,.333,.403,.735,109,.328,111,192,7,2,2,5,4,*9H8/7D1,,yastrmi01
101,Mike Yastrzemski*,34,SFG,NL,1.7,96,372,321,38,74,14,1,8,28,6,2,47,86,.231,.330,.355,.685,97,.314,102,114,4,1,2,1,4,9/H1,,yastrmi01
101,Mike Yastrzemski*,34,KCR,AL,1.0,50,186,156,30,37,14,0,9,18,1,0,25,22,.237,.339,.500,.839,131,.354,128,78,3,1,0,4,0,98/7HD,,yastrmi01
102,Ketel Marte#,31,ARI,NL,4.4,126,556,480,87,136,28,0,28,72,4,2,64,83,.283,.376,.517,.893,145,.381,142,248,12,9,0,3,6,4D/H,AS,marteke01
103,Mike Trout,33,LAA,AL,1.5,130,556,456,73,106,14,1,26,64,2,0,87,178,.232,.359,.439,.797,121,.341,117,200,7,6,0,6,10,D9/H,,troutmi01
104,Zach Neto,24,LAA,AL,5.1,128,554,502,82,129,29,1,26,62,26,9,33,149,.257,.319,.474,.793,117,.341,115,238,5,14,2,3,6,*6/H,,netoza01
105,Brandon Lowe*,30,TBR,AL,1.8,134,553,507,79,130,19,0,31,83,3,2,38,149,.256,.307,.477,.785,116,.337,117,242,6,2,0,6,1,*4/DH3,AS,lowebr01
106,Xander Bogaerts,32,SDP,NL,2.0,136,552,491,63,129,30,0,11,53,20,2,48,94,.263,.328,.391,.720,99,.320,94,192,12,4,1,8,3,*6/DH,,bogaexa01
107,Andrew McCutchen,38,PIT,NL,0.1,135,551,477,51,114,22,0,13,57,1,1,67,118,.239,.333,.367,.700,95,.311,94,175,12,2,0,3,5,*D/H97,,mccutan01
108,J.T. Realmuto,34,PHI,NL,2.6,134,550,502,57,129,26,1,12,52,8,2,35,129,.257,.315,.384,.700,91,.312,89,193,13,9,0,3,1,*2/DH,,realmjt01
109,Adolis García,32,TEX,AL,2.7,135,547,507,58,115,28,0,19,75,13,4,28,135,.227,.271,.394,.665,93,.291,94,200,9,5,0,7,1,*9/DH,,garciad02
110,Alec Burleson*,26,STL,NL,1.8,139,546,497,54,144,26,2,18,69,5,1,39,79,.290,.343,.459,.801,125,.352,126,228,14,3,1,4,1,379D/H1,,burleal01
111,Lourdes Gurriel Jr.,31,ARI,NL,0.4,129,546,500,52,124,24,2,19,80,10,4,31,76,.248,.295,.418,.713,95,.314,94,209,11,6,0,9,0,*7D/H,,gurrilo01
112,Teoscar Hernández,32,LAD,NL,1.5,134,546,511,65,126,29,1,25,89,5,2,26,134,.247,.284,.454,.738,103,.318,100,232,13,3,0,5,0,*9/H,,hernate01
113,Gavin Sheets*,29,SDP,NL,0.7,145,545,492,57,124,28,1,19,71,2,1,44,107,.252,.317,.429,.746,105,.326,103,211,9,5,0,4,1,7DH3,,sheetga01
114,Oneil Cruz*,26,PIT,NL,0.3,135,544,471,62,94,18,3,20,61,38,5,64,174,.200,.298,.378,.676,87,.312,85,178,6,4,0,5,4,*8H/D,,cruzon01
115,Lenyn Sosa,25,CHW,AL,0.9,140,544,518,57,137,20,1,22,75,2,1,18,127,.264,.293,.434,.727,101,.316,101,225,11,4,1,3,0,43D/H5,,sosale01
116,Ryan O'Hearn*,31,2TM,2LG,2.4,144,544,474,67,133,21,1,17,63,3,1,58,109,.281,.366,.437,.803,125,.352,126,207,11,8,0,4,4,3D9H/7,AS,ohearry01
116,Ryan O'Hearn*,31,BAL,AL,2.0,94,361,311,45,88,15,1,13,43,3,1,42,63,.283,.374,.463,.837,136,.362,136,144,10,5,0,3,3,3D9/H7,,ohearry01
116,Ryan O'Hearn*,31,SDP,NL,0.5,50,183,163,22,45,6,0,4,20,0,0,16,46,.276,.350,.387,.736,105,.332,107,63,1,3,0,1,1,3D/H9,,ohearry01
117,Jeremy Peña,27,HOU,AL,5.6,125,543,493,68,150,30,2,17,62,20,2,35,93,.304,.363,.477,.840,132,.368,132,235,9,12,1,2,2,*6/HD,AS,penaje02
118,Byron Buxton,31,MIN,AL,4.9,126,542,488,97,129,21,7,35,83,24,0,41,148,.264,.327,.551,.878,136,.383,139,269,0,7,0,6,5,*8/D,AS,buxtoby01
119,Luis Rengifo#,28,LAA,AL,0.3,147,541,501,55,119,16,3,9,43,10,7,33,104,.238,.287,.335,.622,73,.276,72,168,7,3,1,3,0,54H/9768D,,rengilu01
120,Brenton Doyle,27,COL,NL,0.3,138,538,502,57,118,23,2,15,57,18,2,30,138,.235,.276,.378,.655,73,.296,69,190,14,0,2,4,0,*8/HD,,doylebr02
121,Masyn Winn,23,STL,NL,2.2,129,537,491,72,124,27,0,9,51,9,5,34,102,.253,.310,.363,.673,90,.298,89,178,11,8,2,2,0,*6/H,,winnma01
122,Matt Chapman,32,SFG,NL,4.1,128,535,454,76,105,23,2,21,61,9,4,71,126,.231,.340,.430,.770,120,.341,122,195,8,6,0,4,1,*5,,chapmma01
123,Paul Goldschmidt,37,NYY,AL,1.2,145,534,489,76,134,31,1,10,45,5,1,36,100,.274,.328,.403,.731,104,.321,104,197,8,4,0,2,5,*3H/D8,,goldspa01
124,Marcus Semien,34,TEX,AL,3.5,127,534,470,62,108,16,1,15,62,11,1,50,93,.230,.305,.364,.669,97,.301,100,171,8,5,0,9,0,*4,,semiema01
125,Josh Bell#,32,WSN,NL,0.5,140,533,468,54,112,17,1,22,63,0,3,57,88,.239,.326,.421,.747,111,.327,112,197,15,5,0,3,1,D3H,,belljo02
126,Jazz Chisholm Jr.*,27,NYY,AL,4.2,130,531,462,75,112,15,1,31,80,31,8,58,148,.242,.332,.481,.813,125,.357,127,222,3,6,1,4,1,45/H,AS,chishja01
127,Kyle Manzardo*,24,CLE,AL,0.4,142,531,470,47,110,19,2,27,70,2,0,48,135,.234,.313,.455,.768,110,.331,109,214,7,8,0,5,2,D3H,,manzaky01
128,Ben Rice*,26,NYY,AL,2.2,138,530,467,74,119,28,4,26,65,3,2,50,100,.255,.337,.499,.836,131,.355,130,233,18,9,0,2,0,3D2H,,ricebe01
