Rk,Player,Age,Team,Lg,WAR,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,TB,GIDP,HBP,SH,SF,IBB,Pos,Awards,Player-additional
130,Josh Jung,25,TEX,AL,2.6,122,515,478,75,127,25,1,23,70,1,3,30,151,.266,.315,.467,.781,113,.334,112,223,7,5,0,2,0,*5/H,ASROY-4,jungjo01
131,Kiké Hernández,31,2TM,2LG,-0.1,140,508,465,57,110,23,0,11,61,4,1,34,97,.237,.289,.357,.646,74,.285,70,166,17,3,0,6,1,648573H/9,,hernaen02
131,Kiké Hernández,31,BOS,AL,-0.6,86,323,297,38,66,11,0,6,31,3,1,22,68,.222,.279,.320,.599,62,.268,57,95,11,2,0,2,0,648/H,,hernaen02
131,Kiké Hernández,31,LAD,NL,0.5,54,185,168,19,44,12,0,5,30,1,0,12,29,.262,.308,.423,.731,97,.315,92,71,6,1,0,4,1,45736/8H9,,hernaen02
132,Mark Canha,34,2TM,NL,2.2,139,507,435,51,114,25,1,11,62,11,1,49,79,.262,.355,.400,.755,108,.340,111,174,11,17,0,6,1,7D93H/5,,canhama01
132,Mark Canha,34,NYM,NL,1.2,89,303,257,28,63,15,1,6,29,7,0,32,52,.245,.343,.381,.725,101,.330,103,98,8,9,0,5,0,7D39H/5,,canhama01
132,Mark Canha,34,MIL,NL,1.0,50,204,178,23,51,10,0,5,33,4,1,17,27,.287,.373,.427,.800,119,.356,122,76,3,8,0,1,1,D79/3H,,canhama01
133,Lars Nootbaar*,25,STL,NL,3.3,117,503,426,74,111,23,1,14,46,11,1,72,99,.261,.367,.418,.784,114,.354,118,178,7,1,1,3,2,*897/HD,,nootbla01
134,Triston Casas*,23,BOS,AL,2.2,132,502,429,66,113,21,2,24,65,0,0,70,126,.263,.367,.490,.856,129,.369,130,210,7,1,0,2,2,*3H/D,ROY-3,casastr01
135,Jonah Heim#,28,TEX,AL,3.1,131,501,457,61,118,28,0,18,95,2,0,40,96,.258,.317,.438,.755,106,.329,107,200,10,1,0,3,2,*2/DH,ASGG,heimjo01
136,Josh Lowe*,25,TBR,AL,3.7,135,501,466,71,136,33,2,20,83,32,3,31,124,.292,.335,.500,.835,128,.370,129,233,6,1,0,3,2,9DH8/7,,lowejo01
137,Esteury Ruiz,24,OAK,AL,-0.3,132,497,449,47,114,24,1,5,47,67,13,20,99,.254,.309,.345,.654,85,.309,85,155,7,16,4,1,1,*87H9/D,,ruizes01
138,Yordan Alvarez*,26,HOU,AL,4.5,114,496,410,77,120,24,1,31,97,0,0,69,92,.293,.407,.583,.990,170,.419,172,239,7,13,0,4,5,D7/H,ASMVP-13,alvaryo01
139,Willson Contreras,31,STL,NL,3.3,125,495,428,55,113,27,0,20,67,6,3,51,111,.264,.358,.467,.826,123,.368,131,200,12,13,1,2,0,2D/H,,contrwi01
140,Josh Naylor*,26,CLE,AL,2.3,121,495,452,52,139,31,0,17,97,10,3,33,68,.308,.354,.489,.842,130,.357,127,221,11,3,0,7,9,3D/H9,MVP-22,naylojo01
141,Ryan Noda*,27,OAK,AL,2.2,128,495,406,63,93,22,1,16,54,3,1,77,170,.229,.364,.406,.770,118,.340,120,165,4,10,0,2,1,*3H/9D7,,nodary01
142,Geraldo Perdomo#,23,ARI,NL,2.0,144,495,407,71,100,20,4,6,47,16,4,64,86,.246,.353,.359,.712,95,.323,96,146,2,6,14,4,1,*645H,AS,perdoge01
143,Mauricio Dubón,28,HOU,AL,2.7,132,492,467,76,130,26,3,10,46,7,2,19,70,.278,.309,.411,.720,97,.324,103,192,10,3,0,3,0,48H/67395,GG,dubonma01
144,Wander Franco#,22,TBR,AL,5.4,112,491,442,65,124,23,6,17,58,30,10,42,69,.281,.344,.475,.819,125,.367,132,210,18,3,0,4,3,*6/HD,AS,francwa01
145,Max Kepler*,30,MIN,AL,2.8,130,491,438,72,114,22,2,24,66,1,1,45,106,.260,.332,.484,.816,120,.353,123,212,9,4,0,4,0,*9H/D,,keplema01
146,Shea Langeliers,25,OAK,AL,0.9,135,490,448,52,92,19,4,22,63,3,2,34,143,.205,.268,.413,.681,89,.293,87,185,10,5,1,2,2,*2/DH,,langesh01
147,Eloy Jiménez,26,CHW,AL,0.5,120,489,456,50,124,23,0,18,64,0,0,30,93,.272,.317,.441,.758,106,.327,105,201,13,1,0,2,2,D9/H,,jimenel02
148,Luis García Jr.*,23,WSN,NL,0.7,122,482,447,61,119,18,4,9,50,9,4,27,60,.266,.304,.385,.688,90,.302,89,172,10,0,1,7,1,*4H,,garcilu04
149,Tommy Pham,35,2TM,NL,1.5,129,481,426,55,109,27,3,16,68,22,3,47,106,.256,.328,.446,.774,111,.342,109,190,11,2,0,6,1,7DH9/8,,phamth01
149,Tommy Pham,35,NYM,NL,1.2,79,264,231,29,62,15,1,10,36,11,1,29,56,.268,.348,.472,.820,125,.361,124,109,2,1,0,3,1,7DH/8,,phamth01
149,Tommy Pham,35,ARI,NL,0.3,50,217,195,26,47,12,2,6,32,11,2,18,50,.241,.304,.415,.720,94,.320,91,81,9,1,0,3,0,D79,,phamth01
150,J.D. Martinez,35,LAD,NL,2.0,113,479,432,61,117,27,2,33,103,1,0,34,149,.271,.321,.572,.893,136,.372,133,247,11,2,0,9,1,*D/7H,AS,martijd02
151,Andrew McCutchen,36,PIT,NL,1.4,112,473,390,55,100,19,0,12,43,11,3,75,100,.256,.378,.397,.776,112,.348,113,155,8,4,0,4,1,D/9H,,mccutan01
152,Connor Joe,30,PIT,NL,0.7,133,472,413,63,102,31,4,11,42,3,5,50,110,.247,.339,.421,.760,105,.332,106,174,4,8,0,1,0,937H/D,,joeco01
153,Brandon Marsh*,25,PHI,NL,3.4,133,472,404,58,112,25,6,12,60,10,2,59,144,.277,.372,.458,.829,126,.367,129,185,4,4,1,4,2,*87H/9D,,marshbr02
154,Randal Grichuk,31,2TM,2LG,1.4,118,471,434,65,116,31,2,16,44,2,2,29,96,.267,.321,.459,.779,104,.336,104,199,11,6,0,2,2,798D/H,,grichra01
154,Randal Grichuk,31,COL,NL,1.0,64,263,240,40,74,19,1,8,27,2,2,18,51,.308,.365,.496,.861,122,.375,127,119,6,4,0,1,2,987D/H,,grichra01
154,Randal Grichuk,31,LAA,AL,0.3,54,208,194,25,42,12,1,8,17,0,0,11,45,.216,.264,.412,.677,81,.287,74,80,5,2,0,1,0,7/H8D,,grichra01
155,Michael Conforto*,30,SFG,NL,0.8,125,470,406,58,97,14,0,15,58,4,0,53,106,.239,.334,.384,.718,100,.317,98,156,12,7,0,4,4,*97DH,,confomi01
156,Ryan Mountcastle,26,BAL,AL,2.1,115,470,423,64,114,21,1,18,68,3,1,37,107,.270,.328,.452,.779,117,.335,116,191,13,3,0,7,1,3D/H,,mountry01
157,Jordan Walker,21,STL,NL,-0.1,117,465,420,51,116,19,2,16,51,7,4,37,104,.276,.342,.445,.787,113,.342,113,187,9,6,0,2,0,*97/DH,,walkejo02
158,Nolan Gorman*,23,STL,NL,2.4,119,464,406,59,96,17,0,27,76,7,2,53,148,.236,.328,.478,.805,116,.347,114,194,5,3,0,2,1,4D5H,,gormano01
159,Michael Massey*,25,KCR,AL,-0.1,129,461,428,42,98,18,1,15,55,6,2,24,99,.229,.274,.381,.655,77,.290,76,163,3,4,1,4,0,*4H/D,,massemi02
160,Kerry Carpenter*,25,DET,AL,2.1,118,459,418,57,116,17,2,20,64,6,0,32,115,.278,.340,.471,.811,122,.351,120,197,5,8,0,1,3,9D7/H,,carpeke01
161,Aaron Judge,31,NYY,AL,4.6,106,458,367,79,98,16,0,37,75,3,1,88,130,.267,.406,.613,1.019,175,.421,172,225,5,0,0,3,9,9D8/H,ASMVP-15,judgeaa01
162,Chas McCormick,28,HOU,AL,3.4,115,457,403,59,110,17,2,22,70,19,6,40,117,.273,.353,.489,.842,130,.367,132,197,3,11,1,2,0,*789/DH,,mccorch01
163,Garrett Cooper,32,2TM,NL,-0.3,123,457,422,42,106,18,1,17,61,0,0,31,132,.251,.304,.419,.724,92,.315,89,177,15,2,0,2,0,3DH,,coopega03
163,Garrett Cooper,32,MIA,NL,-0.1,82,324,305,28,78,11,1,13,46,0,0,17,97,.256,.296,.426,.723,89,.315,87,130,9,1,0,1,0,3D/H,,coopega03
163,Garrett Cooper,32,SDP,NL,-0.2,41,133,117,14,28,7,0,4,15,0,0,14,35,.239,.323,.402,.725,99,.315,96,47,6,1,0,1,0,3D/H,,coopega03
164,Will Brennan*,25,CLE,AL,0.3,138,455,432,41,115,24,0,5,41,13,5,16,57,.266,.299,.356,.655,81,.292,80,154,4,5,0,2,2,*9H8/7D,,brennwi02
165,Adam Frazier*,31,BAL,AL,1.7,141,455,412,59,99,21,2,13,60,11,4,32,68,.240,.300,.396,.696,94,.307,95,163,4,4,4,2,0,*4H/97D,,fraziad01
166,Cedric Mullins*,28,BAL,AL,2.8,116,455,404,51,94,23,3,15,74,19,3,43,101,.233,.305,.416,.721,101,.316,97,168,6,1,3,4,1,*8/HD,,mullice01
167,Wilmer Flores,31,SFG,NL,2.7,126,454,405,51,115,22,0,23,60,0,0,41,63,.284,.355,.509,.863,137,.369,137,206,13,5,0,3,1,3DH5/4,,florewi01
168,Donovan Solano,35,MIN,AL,1.6,134,450,394,43,111,26,1,5,38,0,0,40,100,.282,.369,.391,.760,110,.341,113,154,8,15,0,1,1,3H45D,,solando01
169,Brice Turang*,23,MIL,NL,1.5,137,448,404,46,88,9,3,6,34,26,4,38,94,.218,.285,.300,.585,61,.277,60,121,9,1,3,2,1,*46H/D,,turanbr02
170,Luis Rengifo#,26,LAA,AL,1.9,126,445,394,55,104,15,4,16,51,6,4,41,82,.264,.339,.444,.783,112,.339,113,175,3,6,0,4,0,4659H/78,,rengilu01
171,Alex Call,28,WSN,NL,1.0,128,439,375,43,75,14,1,8,38,9,8,53,78,.200,.307,.307,.614,72,.282,78,115,1,6,3,2,0,*87/9H,,callal02
172,Ezequiel Durán,24,TEX,AL,1.1,122,439,406,55,112,22,2,14,46,8,4,23,120,.276,.324,.443,.768,110,.332,110,180,7,7,1,2,1,675D/4H39,,duranez01
173,Sean Murphy,28,ATL,NL,4.0,108,438,370,65,93,21,0,21,68,0,0,49,98,.251,.365,.478,.844,127,.371,131,177,18,18,0,1,0,2/DH,AS,murphse01
174,Brandon Lowe*,28,TBR,AL,2.1,109,436,377,58,87,15,1,21,68,7,0,50,119,.231,.328,.443,.771,112,.340,113,167,8,6,0,3,0,4/HD,,lowebr01
175,Harold Ramírez,28,TBR,AL,2.0,122,434,400,58,125,19,2,12,68,5,3,22,79,.313,.353,.460,.813,124,.356,128,184,7,6,0,6,0,DH/793,,ramirha02
176,Brenton Doyle,25,COL,NL,0.8,126,431,399,48,81,16,5,10,48,22,5,22,151,.203,.250,.343,.593,53,.269,45,137,9,4,3,3,0,*8/H,GG,doylebr02
177,Jace Peterson*,33,2TM,2LG,-0.5,133,430,374,35,79,10,4,6,37,15,2,47,101,.211,.304,.307,.611,73,.282,72,115,7,4,2,3,2,*5H4/D137,,peterja01
177,Jace Peterson*,33,OAK,AL,0.3,92,324,281,30,62,7,2,6,28,11,1,36,77,.221,.313,.324,.637,81,.291,80,91,6,3,1,3,1,54H/17D,,peterja01
177,Jace Peterson*,33,ARI,NL,-0.8,41,106,93,5,17,3,2,0,9,4,1,11,24,.183,.276,.258,.534,47,.253,45,24,1,1,1,0,1,5H/D34,,peterja01
178,Christopher Morel,24,CHC,NL,1.5,107,429,388,62,96,17,3,26,70,6,2,36,133,.247,.313,.508,.821,122,.351,121,197,7,2,1,2,0,D48/795H6,,morelch01
179,Elly De La Cruz#,21,CIN,NL,0.7,98,427,388,67,91,15,7,13,44,35,8,35,144,.235,.300,.410,.710,87,.319,84,159,6,2,1,1,3,65/HD,ROY-7,delacel01
180,Joc Pederson*,31,SFG,NL,0.7,121,425,358,59,84,14,3,15,51,0,0,57,89,.235,.348,.416,.764,112,.335,112,149,12,7,0,3,6,D7H/93,,pederjo01
181,Jon Berti,33,MIA,NL,2.2,133,424,388,53,114,16,3,7,33,16,6,29,77,.294,.344,.405,.748,98,.331,97,157,10,2,2,3,2,65H74/9D,,bertijo01
182,Nolan Jones*,25,COL,NL,4.3,106,424,367,60,109,22,4,20,62,20,4,53,126,.297,.389,.542,.931,140,.404,142,199,1,3,0,1,3,793/8H5,ROY-4,jonesno01
183,Francisco Alvarez,21,NYM,NL,1.0,123,423,382,51,80,12,0,25,63,2,0,34,110,.209,.284,.437,.721,96,.311,93,167,14,6,0,1,0,2H/D,,alvarfr01
184,Miguel Rojas,34,LAD,NL,1.4,124,423,385,49,91,16,1,5,31,8,3,26,48,.236,.290,.322,.612,67,.284,70,124,12,5,2,5,0,*6H/1D45,,rojasmi02
185,Alejandro Kirk,24,TOR,AL,1.9,123,422,372,34,93,16,0,8,43,0,0,42,45,.250,.334,.358,.692,92,.308,92,133,21,6,0,2,1,2HD,,kirkal01
186,David Peralta*,35,LAD,NL,0.7,133,422,394,47,102,25,1,7,55,4,1,20,72,.259,.294,.381,.675,82,.302,82,150,8,2,0,6,1,*7H9/D,,peralda01
187,Anthony Rizzo*,33,NYY,AL,0.5,99,421,373,45,91,14,0,12,41,0,3,35,97,.244,.328,.378,.706,94,.309,94,141,10,12,0,1,1,3/D,,rizzoan01
188,Robbie Grossman#,33,TEX,AL,0.1,115,420,353,56,84,23,1,10,49,1,0,57,98,.238,.340,.394,.734,103,.327,105,139,8,2,0,8,0,7D9H,,grossro01
189,Yan Gomes,35,CHC,NL,2.0,116,419,382,44,102,20,2,10,63,1,0,21,81,.267,.315,.408,.723,98,.313,94,156,9,9,0,7,1,2DH,,gomesya01
190,Tony Kemp*,31,OAK,AL,-1.2,124,419,359,42,75,13,3,5,27,15,4,44,40,.209,.303,.304,.607,73,.280,74,109,9,6,7,3,0,74H/D,,kempto01
191,Riley Greene*,22,DET,AL,1.9,99,416,378,51,109,19,4,11,37,7,0,35,114,.288,.349,.447,.796,119,.351,120,169,7,1,0,2,0,8/D79H,,greenri03
192,Jarred Kelenic*,23,SEA,AL,2.1,105,416,372,44,94,25,2,11,49,13,5,41,132,.253,.327,.419,.746,111,.327,113,156,6,1,0,2,4,79/8HD,,kelenja01
193,Giancarlo Stanton,33,NYY,AL,-0.8,101,415,371,43,71,13,0,24,60,0,0,41,124,.191,.275,.420,.695,87,.299,84,156,11,2,0,1,3,D9/H7,,stantmi03
194,Charlie Blackmon*,36,COL,NL,1.4,96,413,359,57,100,24,5,8,40,4,1,39,55,.279,.363,.440,.803,109,.355,111,158,6,11,0,4,0,D9/H,,blackch02
195,Jose Altuve,33,HOU,AL,2.8,90,410,360,76,112,21,2,17,51,14,2,44,71,.311,.393,.522,.915,151,.396,151,188,9,5,0,1,0,4/DH,,altuvjo01
196,Joey Wiemer,24,MIL,NL,0.9,132,410,367,48,75,19,0,13,42,11,4,36,116,.204,.283,.362,.645,75,.293,77,133,4,5,0,2,0,*89/H7,,wiemejo01
197,Willi Castro#,26,MIN,AL,2.6,124,409,358,60,92,18,5,9,34,33,5,34,99,.257,.339,.411,.750,105,.341,105,147,5,12,2,3,1,785H4/691D,,castrwi01
198,Taylor Ward,29,LAA,AL,1.7,97,409,356,60,90,18,0,14,47,4,2,39,80,.253,.335,.421,.756,105,.336,109,150,9,8,0,6,0,7/H3,,wardta01
199,Edouard Julien*,24,MIN,AL,2.6,109,408,338,60,89,16,1,16,37,3,0,64,128,.263,.381,.459,.839,130,.366,130,155,8,2,1,3,0,4DH/3,ROY-7,julieed01
200,Kevin Kiermaier*,33,TOR,AL,3.8,129,408,370,58,98,21,6,8,36,14,1,29,86,.265,.322,.419,.741,103,.330,103,155,9,4,1,4,0,*8/HD,GG,kiermke01
201,Martín Maldonado,36,HOU,AL,0.3,116,407,362,33,69,12,0,15,36,0,0,30,139,.191,.258,.348,.606,66,.265,60,126,10,3,12,0,0,*2/1,,maldoma01
202,Elvis Andrus,34,CHW,AL,0.7,112,406,374,39,94,20,1,6,44,12,4,25,71,.251,.304,.358,.662,82,.294,80,134,11,4,1,2,1,46/H5D,,andruel01
203,Luke Raley*,28,TBR,AL,2.7,118,406,357,56,89,23,3,19,49,14,3,28,128,.249,.333,.490,.824,125,.358,126,175,2,18,1,2,0,937DH8/1,,raleylu01
204,Yasmani Grandal#,34,CHW,AL,-0.6,118,405,363,33,85,14,0,8,33,0,0,36,86,.234,.309,.339,.647,79,.294,81,123,11,4,0,2,1,2HD/3,,grandya01
205,Brandon Belt*,35,TOR,AL,2.0,103,404,339,53,86,23,0,19,43,0,0,61,141,.254,.369,.490,.858,135,.373,138,166,5,2,0,2,1,D3/H,,beltbr01
206,Ramón Laureano,28,2TM,AL,1.7,105,404,361,46,81,18,4,9,35,12,1,33,114,.224,.304,.371,.676,89,.305,89,134,9,9,0,1,0,98/HD,,laurera01
206,Ramón Laureano,28,OAK,AL,1.1,64,246,225,24,48,10,3,6,21,8,0,17,73,.213,.280,.364,.645,81,.291,80,82,5,4,0,0,0,9/H8D,,laurera01
206,Ramón Laureano,28,CLE,AL,0.6,41,158,136,22,33,8,1,3,14,4,1,16,41,.243,.342,.382,.724,101,.328,104,52,4,5,0,1,0,98/HD,,laurera01
207,Matt McLain,23,CIN,NL,3.6,89,403,365,65,106,23,4,16,50,14,5,31,115,.290,.357,.507,.864,127,.381,133,185,5,7,0,0,0,64/DH,ROY-5,mclaima01
208,Connor Wong,27,BOS,AL,2.2,126,403,371,55,87,25,2,9,36,8,2,22,134,.235,.288,.385,.673,80,.299,78,143,4,6,3,1,0,*2H/4D,,wongco01
209,Jesús Sánchez*,25,MIA,NL,1.5,125,402,360,43,91,23,3,14,52,3,1,38,107,.253,.327,.450,.777,104,.343,106,162,12,2,1,1,1,*9H/87D,,sanchje02
210,Alek Thomas*,23,ARI,NL,1.0,125,402,374,51,86,17,5,9,39,9,1,19,86,.230,.273,.374,.647,74,.291,73,140,5,4,2,3,1,*8H/D,,thomaal01
211,Mike Tauchman*,32,CHC,NL,2.7,108,401,337,64,85,18,0,8,48,7,1,56,86,.252,.363,.377,.739,105,.342,113,127,3,4,1,3,1,8HD9/7,,tauchmi01
212,Paul DeJong,29,3TM,2LG,-0.5,112,400,372,41,77,13,0,14,38,4,4,21,121,.207,.258,.355,.612,66,.264,59,132,10,5,0,2,0,*6/H4D,,dejonpa01
212,Paul DeJong,29,2TM,NL,0.3,99,356,328,40,74,13,0,14,37,4,4,21,103,.226,.281,.393,.674,82,.289,77,129,9,5,0,2,0,6/H4D,,dejonpa01
212,Paul DeJong,29,STL,NL,0.7,81,306,279,38,65,11,0,13,32,4,4,21,87,.233,.297,.412,.710,91,.304,87,115,8,5,0,1,0,6/H,,dejonpa01
212,Paul DeJong,29,TOR,AL,-0.8,13,44,44,1,3,0,0,0,1,0,0,0,18,.068,.068,.068,.136,-62,.061,-85,3,1,0,0,0,0,6,,dejonpa01
212,Paul DeJong,29,SFG,NL,-0.4,18,50,49,2,9,2,0,1,5,0,0,0,16,.184,.180,.286,.466,27,.197,14,14,1,0,0,1,0,6/H4D,,dejonpa01
213,Ramón Urías,29,BAL,AL,1.8,116,396,360,45,95,22,3,4,42,3,1,27,101,.264,.328,.375,.703,98,.313,100,135,10,8,0,1,0,543H/D,,uriasra01
214,Brett Baty*,23,NYM,NL,-0.7,108,389,353,41,75,12,0,9,34,2,0,29,109,.212,.275,.323,.598,66,.275,67,114,8,2,1,1,0,5/HD7,,batybr01
215,Michael A. Taylor,32,MIN,AL,1.9,129,388,355,48,78,14,1,21,51,13,1,26,130,.220,.278,.442,.720,93,.316,91,157,7,3,3,1,0,*8H/D,,taylomi02
216,Mike Moustakas*,34,2TM,2LG,-0.1,112,386,352,43,87,15,0,12,48,0,0,23,95,.247,.293,.392,.685,82,.300,79,138,7,3,0,8,1,53HD,,moustmi01
216,Mike Moustakas*,34,COL,NL,0.4,47,136,115,21,31,7,0,4,17,0,0,17,34,.270,.360,.435,.795,107,.342,102,50,1,1,0,3,1,3H5/D,,moustmi01
216,Mike Moustakas*,34,LAA,AL,-0.5,65,250,237,22,56,8,0,8,31,0,0,6,61,.236,.256,.371,.627,69,.277,67,88,6,2,0,5,0,53/DH,,moustmi01
217,Edward Olivares,27,KCR,AL,0.2,107,385,354,47,93,23,4,12,36,11,5,22,64,.263,.317,.452,.769,107,.340,112,160,7,7,0,2,1,7DH/98,,olivaed02
218,Chris Taylor,32,LAD,NL,1.5,117,384,338,51,80,15,1,15,56,16,3,41,125,.237,.326,.420,.746,102,.333,102,142,2,4,0,1,2,765H/D84,,tayloch03
219,Jazz Chisholm Jr.*,25,MIA,NL,1.0,97,383,352,50,88,12,2,19,51,22,3,26,118,.250,.304,.457,.761,99,.342,99,161,4,2,1,2,0,8/HD,,chishja01
220,Andy Ibáñez,30,DET,AL,1.9,114,383,356,42,94,23,2,11,41,1,0,24,69,.264,.312,.433,.744,103,.320,100,154,7,1,1,1,0,4H57/93D,,ibanean01
221,Mike Yastrzemski*,32,SFG,NL,2.4,106,381,330,54,77,23,1,15,43,2,2,45,99,.233,.330,.445,.775,114,.333,112,147,5,3,2,1,3,987H/D,,yastrmi01
222,Jake Fraley*,28,CIN,NL,0.8,111,380,336,41,86,18,0,15,65,21,5,37,71,.256,.339,.443,.783,107,.349,108,149,5,6,0,1,2,97HD,,fraleja01
223,Gabriel Moreno,23,ARI,NL,4.3,111,380,341,33,97,19,1,7,50,6,2,29,75,.284,.339,.408,.747,103,.332,104,139,17,3,0,7,0,2H/D,GG,morenga01
224,Seth Brown*,30,OAK,AL,0.3,112,378,343,33,76,19,1,14,52,3,1,30,101,.222,.286,.405,.692,93,.300,91,139,6,2,1,2,1,97HD3,,brownse01
225,Yainer Diaz,24,HOU,AL,3.2,104,377,355,51,100,22,0,23,60,0,0,11,74,.282,.308,.538,.846,128,.363,131,191,12,5,0,6,0,2DH/3,ROY-5,diazya02
226,Jason Heyward*,33,LAD,NL,1.9,124,377,334,56,90,23,0,15,40,2,2,34,64,.269,.340,.473,.813,119,.355,122,158,7,3,0,3,1,*98H/73D,,heywaja01
227,Ji Hwan Bae*,23,PIT,NL,-0.5,111,371,334,54,77,17,2,2,32,24,9,30,92,.231,.296,.311,.608,66,.276,62,104,4,2,3,2,0,48H/6,,baeji01
228,Brendan Donovan*,26,STL,NL,1.9,95,371,327,48,93,10,1,11,34,5,1,33,53,.284,.365,.422,.787,114,.358,122,138,4,9,1,1,2,47D3H/956,,donovbr01
229,Miguel Cabrera,40,DET,AL,-0.3,98,370,334,21,86,20,0,4,34,0,0,31,74,.257,.322,.353,.675,87,.308,92,118,11,2,0,3,0,D/H3,,cabremi01
230,Kyle Farmer,32,MIN,AL,1.7,120,369,336,49,86,14,2,11,46,2,4,23,86,.256,.317,.408,.725,97,.322,103,137,7,8,0,2,0,456H/37D,,farmeky01
231,Ryan O'Hearn*,29,BAL,AL,1.2,112,368,346,48,100,22,1,14,60,5,1,15,82,.289,.322,.480,.801,122,.343,120,166,2,3,1,3,2,39HD/7,,ohearry01
232,Jake Rogers,28,DET,AL,0.8,107,365,331,47,73,11,0,21,49,1,1,28,118,.221,.286,.444,.730,98,.310,94,147,6,3,1,2,0,2/HD7,,rogerja03
233,Jose Siri,27,TBR,AL,1.6,101,364,338,58,75,13,2,25,56,12,3,20,130,.222,.267,.494,.761,105,.322,100,167,5,2,1,3,0,8/HD,,sirijo01
234,Jarren Duran*,26,BOS,AL,2.2,102,362,332,46,98,34,2,8,40,24,2,24,90,.295,.346,.482,.828,121,.366,119,160,3,3,0,2,1,87H/9D,,duranja01
235,Mike Trout,31,LAA,AL,2.9,82,362,308,54,81,14,1,18,44,2,0,45,104,.263,.367,.490,.858,132,.366,129,151,4,7,0,2,2,8/DH,AS,troutmi01
236,Brian Anderson,30,MIL,NL,0.5,96,361,318,38,72,12,3,9,40,1,3,36,108,.226,.310,.368,.678,85,.300,85,117,10,4,0,3,0,59/HD,,anderbr06
237,Isiah Kiner-Falefa,28,NYY,AL,0.0,113,361,326,39,79,12,1,6,37,14,5,28,70,.242,.306,.340,.646,78,.290,76,111,12,3,1,3,0,875H/9146,,kineris01
238,Akil Baddoo*,24,DET,AL,0.7,112,357,312,40,68,13,1,11,34,14,3,42,89,.218,.310,.372,.682,88,.302,84,116,4,0,2,1,2,7H/89D,,baddoak01
239,Yoán Moncada#,28,CHW,AL,0.6,92,357,334,39,87,20,1,11,40,1,0,20,107,.260,.305,.425,.730,99,.320,99,142,6,2,0,1,0,5/H,,moncayo01
240,Christian Vázquez,32,MIN,AL,-0.4,102,355,327,34,73,13,0,6,32,1,0,25,82,.223,.280,.318,.598,64,.264,58,104,11,1,1,1,1,2/3H4D,,vazquch01
241,Patrick Bailey#,24,SFG,NL,0.8,97,353,326,29,76,18,1,7,48,1,0,21,100,.233,.285,.359,.644,78,.284,75,117,8,3,2,1,0,2/HD,ROY-7,bailepa01
242,Adam Duvall,34,BOS,AL,1.6,92,353,320,45,79,24,2,21,58,4,0,22,110,.247,.303,.531,.834,119,.349,114,170,0,6,0,5,1,89/H7D,,duvalad01
243,Rowdy Tellez*,28,MIL,NL,-0.7,105,351,311,26,67,9,1,13,47,0,0,35,86,.215,.291,.376,.667,81,.294,78,117,11,0,0,5,2,3DH/1,,tellero01
244,Jorge Mateo,28,BAL,AL,0.8,116,350,318,58,69,14,2,7,34,32,5,22,82,.217,.267,.340,.607,70,.282,67,108,8,1,5,3,0,*6H/8D,,mateojo01
245,Josh Rojas*,29,2TM,2LG,0.5,105,350,314,47,77,17,0,4,40,12,0,27,81,.245,.303,.338,.641,78,.296,78,106,3,1,2,4,0,45H/D17,,rojasjo01
245,Josh Rojas*,29,ARI,NL,-0.3,59,216,189,23,43,13,0,0,26,6,0,18,51,.228,.292,.296,.589,62,.275,59,56,2,1,2,4,0,5/H4D17,,rojasjo01
245,Josh Rojas*,29,SEA,AL,0.8,46,134,125,24,34,4,0,4,14,6,0,9,30,.272,.321,.400,.721,105,.330,108,50,1,0,0,0,0,4/H5,,rojasjo01
246,Taylor Walls#,26,TBR,AL,2.0,99,349,303,50,61,12,2,8,36,22,1,44,92,.201,.305,.333,.638,78,.302,79,101,1,1,1,0,0,546/H,,wallsta01
247,Alec Burleson*,24,STL,NL,-0.7,107,347,315,34,77,20,1,8,36,3,1,23,45,.244,.300,.390,.691,87,.302,83,123,13,3,1,2,0,7DH39/1,,burleal01
248,Byron Buxton,29,MIN,AL,0.7,85,347,304,49,63,17,1,17,42,9,0,35,109,.207,.294,.438,.731,97,.321,95,133,3,4,0,4,2,D/H,,buxtoby01
249,Gabriel Arias,23,CLE,AL,-0.2,122,345,315,36,66,15,0,10,26,3,4,28,113,.210,.275,.352,.628,72,.274,71,111,9,1,0,1,0,63H95/D4,,ariasga01
250,Nick Pratto*,24,KCR,AL,-1.3,95,345,306,33,71,16,0,7,35,1,1,29,138,.232,.307,.353,.660,80,.291,78,108,3,6,0,4,0,37/H9,,prattni01
251,Aledmys Díaz,32,OAK,AL,-1.0,109,344,315,25,72,20,1,4,24,1,0,17,66,.229,.280,.337,.616,74,.269,69,106,14,7,1,4,2,56H743/D,,diazal02
252,Mitch Garver,32,TEX,AL,2.3,87,344,296,45,80,11,0,19,50,0,0,44,82,.270,.370,.500,.870,138,.381,144,148,6,3,0,0,1,D2/H3,,garvemi01
253,Blake Sabol*,25,SFG,NL,0.2,110,344,310,36,73,10,0,13,44,4,2,24,117,.235,.301,.394,.695,92,.310,95,122,4,6,2,2,0,27HD,,sabolbl01
254,Gavin Sheets*,27,CHW,AL,-1.5,118,344,311,24,63,10,0,10,43,1,0,28,66,.203,.267,.331,.599,64,.267,61,103,6,1,0,4,2,9H3D/7,,sheetga01
