Hashcode,Player,Age,Team,WAR,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,SO,HBP,BK,WP,WHIP,Season,Pos'n,Salary,2024 ,Role,League,Division,Player_Season_Key,PA,IP_Dec,BIP,IP_True,Years_Included,Projection_Method,AB,Projection_Trusted,2B,3B,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,BS,HLD,E,Age_Adjustment,Injury_Rate_Adj,Injury_Perf_Adj,Streak_Adjustment,Def_WAR
242591739485461050525040341076291548541,Kyle Gibson,37,BAL,-1.1,0,3,2.0709756729872018,4,4,0,0,0,50.0,52.84726589522657,23,11.505420405484454,5.067416787906338,18.473258154449702,36.82465170310415,0,0,1,1.4264104809935254,2026,rhp-s,10,"$12,000,000 ",Pitcher,AL,East,242591739485461050525040341076291548541_2025,188.46290405266015,12.3333,56.0,50.0,"[2023, 2024, 2025]",Trend,202.84726589522657,True,0,0,0.322249933014202,71.32052404967627,150.0,55.330131012419066,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.36734881049526824
226897916307641009040934671048722819339,Zack Wheeler,35,PHI,5.0,10,5,1.6908265564962388,24,24,1,0,0,149.66659999999996,114.41377524260263,48,28.117806877833324,15.641207352701683,47.06084795868457,141.45219630902682,0,0,2,1.0788955131023703,2026,rhp-s,10,"$23,500,000 ",Pitcher,NL,East,226897916307641009040934671048722819339_2025,544.2743342880635,149.66659999999996,369.0,149.66659999999996,"[2023, 2024, 2025]",Trend,568.4137752426026,True,0,0,0.2645067787681014,161.4746232012872,448.9997999999999,25.43643430005363,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.9405327572723037
231369128216524093498049139513562818515,Logan Gilbert,28,SEA,2.1,6,6,1.690860424174491,25,25,0,0,0,131.0,107.88979972094211,53,24.611412840762036,18.13912233191358,36.765741360047826,138.4619069875428,0,0,10,1.1042407716106102,2026,rhp-s,2,"$4,050,000 ",Pitcher,AL,West,231369128216524093498049139513562818515_2025,539.8274787456777,131.0,331.0,131.0,"[2023, 2024, 2025]",Trend,500.8897997209421,True,0,0,0.2690487310707353,144.65554108098993,393.0,21.506221643239595,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.9572474524694319
50397370415003096887420499612310825047,George Kirby,27,SEA,0.8,10,8,1.73883519192965,23,23,0,0,0,126.0,115.44042878827061,60,24.3436926870151,15.211237949602538,31.876171896873906,120.0633906599466,0,0,3,1.16917937051702,2026,rhp-s,1,"$798,600 ",Pitcher,AL,West,50397370415003096887420499612310825047_2025,527.4560512729184,126.0,369.0,126.0,"[2023, 2024, 2025]",Trend,493.4404287882706,True,0,0,0.2804339335421853,147.31660068514452,378.0,22.839852203701934,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.1264788898221685
89055503533469720797918363298301662918,José Berríos,31,TOR,1.3,9,5,1.6920180944819456,31,30,0,0,0,169.32,155.46079538101026,86,31.832500417520336,24.449261730862993,54.927251205431,149.46132644113035,0,1,1,1.2425469323555471,2026,,740000,,,AL,East,89055503533469720797918363298301662918_2025,717.5631610878062,166.0,527.0,169.32,"[2023, 2024, 2025]",Trend,665.4607953810103,True,0,0,0.29287759267418645,210.38804658644125,507.96,23.172517631820686,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.11707183544472621
73234253507158700641326299007821856903,Jordan Montgomery,31,ARI,-1.4,8,7,2.1933277313946853,25,21,0,0,1,117.0,116.05654148676679,83,28.51326050813091,13.282307881196811,37.68663598128525,101.15564522944085,0,0,7,1.3140442518636926,2026,lhp-s,6,"$25,000,000 ",Pitcher,NL,West,73234253507158700641326299007821856903_2024,499.7523128423442,117.0,419.0,117.0,"[2023, 2023, 2024]",Trend,467.0565414867668,True,0,0,0.30459684118817687,153.74317746805204,351.0,20.189727098722084,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.0
294400391395665697006864615322710197330,Spencer Strider,26,ATL,1.0,7,14,2.1921887074583744,23,23,0,0,0,125.33329999999998,113.07701059809504,63,30.528249436499184,16.57885749447792,43.13619291301624,145.872165738458,0,1,1,1.2463822743924504,2026,rhp-s,2,"$1,000,000 ",Pitcher,NL,East,294400391395665697006864615322710197330_2025,536.2037768270275,125.33329999999998,377.0,125.33329999999998,"[2023, 2025]",Trend,491.07701059809506,True,0,0,0.29351626722555874,156.2132035111113,375.9998999999999,23.139700152657007,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.3160516596567713
234875434716038137103550097859183445507,Kevin Gausman,34,TOR,3.8,10,11,1.6876525205175614,32,32,1,1,0,196.86,167.39486098929996,79,36.914586132120796,20.689717201160963,65.39989031189059,188.2927787633923,0,2,1,1.1825396286761685,2026,rhp-s,9,"$24,000,000 ",Pitcher,AL,East,234875434716038137103550097859183445507_2025,759.8964815093307,193.0,548.0,196.86,"[2023, 2024, 2025]",Trend,764.3948609893,True,0,0,0.28273243858073344,232.79475130119056,590.58,25.730460978162206,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.318777629295508
244330477074860976492387142991655192103,Sandy Alcantara,29,MIA,0.0,11,12,2.0966588031516515,31,31,0,0,0,178.15993199999997,163.99863673068464,107,41.50450997741106,22.333685115184387,57.329377730132954,150.80994984046137,0,2,8,1.2422996123551373,2026,rhp-s,5,"$9,300,000 ",Pitcher,NL,East,244330477074860976492387142991655192103_2025,764.9301738304497,174.66659999999996,556.0,178.15993199999997,"[2023, 2025]",Trend,699.9986367306847,True,0,0,0.29283636844910804,221.3280144608176,534.4797959999999,24.38089711163927,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.2466433892973505
158987175896159412710605144132786067377,Lucas Giolito,30,BOS,2.1,10,4,2.1889364636149193,26,26,0,0,0,145.0,134.90673504172463,62,35.26619858046259,25.25572165776485,54.6999313394496,149.602414994452,0,0,4,1.3076321819391326,2026,rhp-s,6,"$18,000,000 ",Pitcher,AL,East,158987175896159412710605144132786067377_2025,630.7743939055272,145.0,446.0,145.0,"[2023, 2023, 2023, 2025]",Trend,569.9067350417247,True,0,0,0.30356170785001574,189.60666638117422,435.0,24.023333322352855,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.26326723878489466
226008076789094669336110092497395081706,Sonny Gray,35,STL,1.4,14,8,1.74387524692538,32,32,1,1,0,184.27993199999997,170.20111280955325,93,35.70680132443246,17.804097312290924,59.014529021944355,167.45328384601646,0,0,2,1.2438448361892038,2026,rhp-s,10,"$10,000,000 ",Pitcher,NL,Central,226008076789094669336110092497395081706_2025,683.7938243264797,180.66659999999996,529.0,184.27993199999997,"[2023, 2024, 2025]",Trend,725.2011128095533,True,0,0,0.2930938533808707,229.2156418314976,552.839796,24.4392324322343,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.5013434422518444
285969190963829088261821711494891976202,Patrick Corbin,35,TEX,-0.5,7,11,1.9206558686300994,31,30,1,0,0,158.43996599999997,154.64375499763096,79,33.81207228038371,19.73984101498181,58.56646151996275,107.12848989308092,0,0,6,1.3456845636888974,2026,lhp-s,11,"$35,416,667 ",Pitcher,AL,West,285969190963829088261821711494891976202_2025,616.0588560238641,155.33329999999998,499.0,158.43996599999997,"[2023, 2024, 2025]",Trend,632.6437549976309,True,0,0,0.3096599727768997,213.21021651759372,475.3198979999999,22.210648855406244,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.389551924429245
108734815656214517965684477291023438395,Blake Snell,32,LAD,1.3,5,4,2.017250060162746,11,11,0,0,0,61.3333,52.678822758499116,21,13.74717812388664,5.4355667334855795,26.161692193251834,73.27435343821247,0,0,7,1.2854438771719596,2026,lhp-s,7,"$32,000,000 ",Pitcher,NL,West,108734815656214517965684477291023438395_2025,254.87472819881592,61.3333,163.0,61.3333,"[2023, 2024, 2025]",Trend,238.6788227584991,True,0,0,0.29995583048453006,78.84051495175095,183.9999,23.894583177431908,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.46221405777179037
109396219842873205205602083757195252741,Jesús Luzardo,27,PHI,3.9,15,7,1.9211759418314276,32,32,0,0,0,187.33993199999998,171.2349330160322,85,39.990330033637285,22.13309437841248,61.61778621312737,197.0509895692848,0,1,2,1.2429422640612444,2026,,740000,,,NL,East,109396219842873205205602083757195252741_2025,802.890193960245,183.66659999999996,505.0,187.33993199999998,"[2023, 2024, 2025]",Trend,735.2349330160322,True,0,0,0.29294347806456583,232.85271922915956,562.0197959999999,24.839766100911234,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.0731379131735364
114168431361192576894837024259139796136,Zach Eflin,31,BAL,-0.4,6,5,1.9077300752780595,14,14,0,0,0,71.33329999999998,68.82520081601687,48,15.120520197648041,9.28067531794772,19.120627069594875,64.81717998843044,0,0,1,1.232886013763723,2026,rhp-s,7,"$11,000,000 ",Pitcher,AL,East,114168431361192576894837024259139796136_2025,296.48265149893894,71.33329999999998,254.0,71.33329999999998,"[2023, 2024, 2024, 2025]",Trend,284.8252008160169,True,0,0,0.2912636933181877,87.94582788561175,213.99989999999994,21.567551991829408,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.17930673862187418
197318706979999519870766485428454732429,Merrill Kelly,36,TEX,-0.1,3,3,1.9292096134410934,10,10,0,0,0,55.3333,49.450909356895345,26,11.861059367046673,6.268258054334316,19.135592628607267,44.298180705341196,0,1,1,1.2395158428198318,2026,rhp-s,5,"$8,500,000 ",Pitcher,AL,West,197318706979999519870766485428454732429_2025,204.83643708949577,55.3333,180.0,55.3333,"[2023, 2024, 2025, 2025]",Trend,217.45090935689535,True,0,0,0.2923720275557201,68.58650198550261,165.9999,23.458640198550263,0,100,Active,0,0,0,0,0.0,0,0,0.0,-3.27553106220426
284912394640719458009200073184228142475,Johan Oviedo,27,PIT,0.8,2,1,2.5099804821230607,9,9,0,0,0,50.0,44.69656342021518,17,13.944336011794782,6.276922735062759,20.618333699944387,46.993330784156925,0,1,1,1.3062979424031915,2026,rhp-s,2,"$765,000 ",Pitcher,NL,Central,284912394640719458009200073184228142475_2025,217.3281720140769,40.3333,108.0,50.0,"[2023, 2025]",Trend,194.69656342021517,True,0,0,0.30334592726164067,65.31489712015957,150.0,23.92387745779551,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.5403472386800525
98978159932474937313622765962817632265,Dylan Cease,29,SDP,1.1,8,12,1.7364448398823953,32,32,0,0,0,171.36,150.96734830521027,91,33.06190975136081,20.058373299449727,65.220317868997,201.8670939818668,0,0,5,1.2615993590931796,2026,rhp-s,4,"$8,000,000 ",Pitcher,NL,West,98978159932474937313622765962817632265_2025,739.2203270309908,168.0,446.0,171.36,"[2023, 2024, 2025]",Trend,667.9673483052103,True,0,0,0.29603894049806545,216.18766617420727,514.08,22.82086456794398,0,100,Active,0,0,0,0,0.0,0,0,0.0,-2.2982681493925203
287264138372932123723787983441768073392,Bryce Elder,26,ATL,-0.4,8,11,2.0776512871862627,28,28,0,0,0,159.45996599999998,162.6449375542406,95,36.811355957175294,21.90295955125633,55.015596874517264,135.69809835831214,0,0,2,1.364985456153665,2026,rhp,1,,Pitcher,NL,East,287264138372932123723787983441768073392_2025,704.2726240855118,156.33329999999998,511.0,159.45996599999998,"[2023, 2024, 2025]",Trend,644.6449375542406,True,0,0,0.31271248664284484,217.66053442875787,478.3798979999999,24.858586872455636,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.8801500814031429
88216253350680747590647493920351739806,Justin Steele,29,CHC,0.1,3,1,2.0811534531250717,4,4,0,0,0,50.0,45.04160397775794,12,11.56196362847262,5.1730785245973765,15.247208794051964,49.882865960321126,0,0,0,1.205776255436198,2026,lhp-s,2,"$4,000,000 ",Pitcher,NL,Central,88216253350680747590647493920351739806_2025,212.21407071386164,22.6666,69.0,50.0,"[2023, 2024, 2025]",Trend,195.04160397775794,True,0,0,0.2866952929028656,60.2888127718099,150.0,52.57220319295247,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.00905686259829741
317709734809170083362733638107896131048,Dane Dunning,30,ATL,-0.4,0,0,2.245925664494419,7,0,0,0,0,50.0,49.275599048238405,13,12.477364802746774,6.99249260575064,17.95433293891644,44.04127384462722,0,0,0,1.344598639743097,2026,rhp,3,"$3,325,000 ",Pitcher,NL,East,317709734809170083362733638107896131048_2025,216.8588778409994,10.0,36.0,50.0,"[2023, 2024, 2025, 2025]",Trend,199.2755990482384,True,0,0,0.3094874236352026,67.22993198715484,150.0,31.032847426736403,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.5389716597616139
184870043581155111265698542254012243525,Dean Kremer,29,BAL,2.1,11,10,1.8347664868906166,31,29,0,0,0,175.09993199999997,161.07343532446777,83,35.696387454491756,23.58949035411984,58.621292899316465,159.84888656481763,0,1,9,1.2546819733989634,2026,rhp-s,2,"$756,600 ",Pitcher,AL,East,184870043581155111265698542254012243525_2025,753.8345614628372,171.66659999999996,538.0,175.09993199999997,"[2023, 2024, 2025]",Trend,687.0734353244677,True,0,0,0.2948944201337399,219.69472822378424,525.2997959999999,24.03208142657368,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.47484891837565835
148516334278384908394973805860902103237,Taijuan Walker,32,PHI,1.5,5,8,2.1005616013655755,34,21,0,0,1,123.6666,125.94911586287806,62,28.86325681460401,20.129637910237154,47.75542325431555,95.08477324454832,0,0,1,1.4046196719016582,2026,rhp-s,9,"$18,000,000 ",Pitcher,NL,East,148516334278384908394973805860902103237_2025,538.6815041565039,123.6666,421.0,123.6666,"[2023, 2024, 2025]",Trend,501.94911586287805,True,0,0,0.31889692562155436,173.7045391171936,370.9998,16.020715856388048,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.073862616371411
221407475016411453267488104717287047958,Kyle Bradish,28,BAL,1.2,1,1,2.3585698530344312,6,6,0,0,0,50.0,43.01678693960531,9,13.103165850191283,5.121683809556572,16.58275072486108,56.23576133526549,0,0,0,1.1919907532893277,2026,rhp-s,1,"$754,500 ",Pitcher,AL,East,221407475016411453267488104717287047958_2025,210.6017060735254,32.0,73.0,50.0,"[2023, 2024, 2025]",Trend,193.0167869396053,True,0,0,0.2843495664569414,59.59953766446639,150.0,34.93325627741107,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.15641453239084258
135111363479864983939760444872241319106,Yusei Kikuchi,34,LAA,3.3,7,11,1.7658423208212044,33,33,0,0,0,181.89996599999998,158.93057240358283,87,35.689628679859794,22.845819229526008,58.28408677180616,180.1061893372697,0,0,8,1.1941434842015803,2026,lhp-s,5,"$10,000,000 ",Pitcher,AL,West,135111363479864983939760444872241319106_2025,708.9466192833509,178.33329999999998,544.0,181.89996599999998,"[2023, 2024, 2024, 2025]",Trend,710.9305724035828,True,0,0,0.2847168888474267,217.214659175389,545.699898,23.118622944708758,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.1044682429488955
300725821060654336982761308794102756587,Kodai Senga,32,NYM,2.1,7,6,2.236596441854928,22,22,0,0,0,113.33329999999998,99.4840479178703,44,28.16453950263078,12.898120746792761,46.92644923923229,120.40049395482285,0,0,5,1.2918577078149371,2026,rhp-s,1,"$15,000,000 ",Pitcher,NL,East,300725821060654336982761308794102756587_2025,479.24271674353747,113.33329999999998,328.0,113.33329999999998,"[2023, 2025]",Trend,441.48404791787027,True,0,0,0.30100198929303396,146.41049715710258,339.9998999999999,22.109563507141022,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.5377928906966627
139150909994119728210536681475510798606,Freddy Peralta,29,MIL,5.5,17,6,1.7212505756067449,33,33,0,0,0,180.19993199999996,152.23019075568217,54,34.4632485199218,24.13753590138392,64.35126467737648,209.8811598151999,0,2,4,1.2018953227632665,2026,rhp-s,5,"$5,735,000 ",Pitcher,NL,Central,139150909994119728210536681475510798606_2025,762.6431493275334,176.66659999999996,459.0,180.19993199999996,"[2023, 2024, 2025]",Trend,694.2301907556822,True,0,0,0.2860364741244605,216.58145543305864,540.5997959999999,22.944886407062377,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.9832714078659661
19276351478912484165576215468805921642,Charlie Morton,41,DET,-0.8,2,3,1.9002706038765718,9,9,0,0,0,50.0,46.86411937943197,31,10.557058910425399,5.539492689971107,24.079731939365235,43.49053072825148,0,1,2,1.418877026375944,2026,rhp-s,15,"$20,000,000 ",Pitcher,AL,Central,19276351478912484165576215468805921642_2025,192.41703373354542,39.3333,116.0,50.0,"[2023, 2024, 2025, 2025]",Trend,196.86411937943197,True,0,0,0.32109448122379824,70.9438513187972,150.0,24.54931681319969,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.7551949410737313
34641841594177014113010234711642045562,Justin Verlander,42,SFG,1.2,4,11,2.0120190474458455,29,29,0,0,0,155.04,144.4402695527082,74,34.66038145733376,17.608332422502922,54.03359034431711,116.05460812295237,0,0,2,1.280146155166572,2026,rhp-s,18,"$43,333,333 ",Pitcher,NL,West,34641841594177014113010234711642045562_2025,581.1849870292905,152.0,480.0,155.04,"[2023, 2023, 2024, 2025]",Trend,609.4402695527082,True,0,0,0.2990893555401853,198.4738598970253,465.12,22.882546893000875,0,100,Active,0,0,0,0,0.0,0,0,0.0,-1.437586526699053
117413615933481215376711282947432854654,Cristian Javier,28,HOU,0.1,2,4,2.46237490060698,8,8,0,0,0,50.0,45.100369079684114,22,13.679860558927667,5.844503328427424,19.5207494521228,45.80264319538878,0,0,3,1.2924223706361382,2026,rhp-s,4,"$7,400,000 ",Pitcher,AL,West,117413615933481215376711282947432854654_2025,216.45948596144845,37.0,110.0,50.0,"[2023, 2024, 2025]",Trend,195.10036907968413,True,0,0,0.3010939416114824,64.62111853180691,150.0,26.827639816475866,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.607687363589755
310707591511812309538860837378505572658,Joe Ryan,29,MIN,4.5,13,10,1.8318227643554557,31,30,0,0,0,174.42000000000002,148.72964075650242,69,35.500725173208735,26.00033158933428,49.774789633514104,195.4068361300211,0,2,0,1.1380829629057247,2026,rhp-s,2,"$758,850 ",Pitcher,AL,Central,310707591511812309538860837378505572658_2025,731.2436647039457,171.0,469.0,174.42000000000002,"[2023, 2024, 2025]",Trend,674.7296407565025,True,0,0,0.27502661814846097,198.50443039001652,523.26,23.282723560968275,0,100,Active,0,0,0,0,0.0,0,0,0.0,1.1521596019080094
231178150210748496514656549761424725637,Braxton Garrett,26,MIA,0.3,2,2,2.603128216412238,7,7,1,1,0,50.0,46.95514973577584,24,14.461823424512431,6.414874715585367,14.403477336991482,47.512976050936835,0,0,1,1.2271725414553465,2026,lhp,1,"$764,000 ",Pitcher,NL,East,231178150210748496514656549761424725637_2024,213.46774390495736,37.0,122.0,50.0,"[2023, 2024]",Trend,196.95514973577585,True,0,0,0.2903057609834045,61.35862707276732,150.0,30.194089581823903,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.0
95434440804840110567836219136890221079,Brady Singer,28,CIN,3.1,14,12,1.7771106929004785,32,32,0,0,0,173.05993199999998,156.97254419289263,80,34.17185062998107,21.04207677267878,57.07067871974008,157.49439423360135,0,0,3,1.2368155958401321,2026,rhp-s,3,"$4,850,000 ",Pitcher,NL,Central,95434440804840110567836219136890221079_2025,758.5106965367548,169.66659999999996,510.0,173.05993199999998,"[2023, 2024, 2025]",Trend,676.9725441928927,True,0,0,0.29192103547166065,214.0432229126327,519.1797959999999,22.91321934101977,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.17301406223880322
177918796989997981811946046386394982647,Clarke Schmidt,29,NYY,1.7,4,4,2.122443187884301,14,14,0,0,0,78.6666,68.22100774139481,29,18.551709920446573,9.675831529033438,26.560587510037745,77.0342243033243,0,2,2,1.204851808155336,2026,rhp-s,2,"$2,025,000 ",Pitcher,AL,East,177918796989997981811946046386394982647_2025,339.9890507202449,78.6666,220.0,78.6666,"[2023, 2024, 2025]",Trend,309.2210077413948,True,0,0,0.28653847106300356,94.78159525143256,235.9998,23.62724251795947,0,100,Active,0,0,0,0,0.0,0,0,0.0,0.5063352357523438
149335146614084142085945646994612512285,Jon Gray,33,TEX,-0.6,1,1,2.326880881207602,6,0,0,0,0,50.0,47.52155643396551,12,12.9271160067089,6.0049368238959495,17.24278080516988,42.406233899718224,0,0,0,1.2952867447827077,2026,rhp-s,8,"$13,000,000 ",Pitcher,AL,West,149335146614084142085945646994612512285_2025,207.37374831686842,14.0,45.0,50.0,"[2023, 2024, 2025]",Trend,197.52155643396551,True,0,0,0.3015600172342474,64.76433723913539,150.0,35.79405620652256,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.27948530874567296
276210943892672239476804953925910421969,Brayan Bello,26,BOS,2.4,11,9,1.8097941209864759,29,28,1,0,0,169.99993199999997,153.57260631079728,71,34.18498638907785,20.855977240761757,58.2398842401886,147.79425053625343,0,0,5,1.2459563251530354,2026,rhp-s,1,"$1,166,667 ",Pitcher,AL,East,276210943892672239476804953925910421969_2025,740.8313714877117,166.66659999999996,536.0,169.99993199999997,"[2023, 2024, 2025]",Trend,670.5726063107973,True,0,0,0.293445393625929,211.8124905509859,509.99979599999995,24.89007884658572,0,100,Active,0,0,0,0,0.0,0,0,0.0,-0.05519146683950549
