Hashcode,Player,Age,Team,WAR,W,L,ERA,G,GS,CG,SHO,SV,IP,H,R,ER,HR,BB,SO,HBP,BK,WP,WHIP,MLS,Salary,League,Teams,Leagues,AB,2B,3B,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,BS,HLD,E,City,Mascot
538620,Jonathan Canning,32,YON,1.8,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,6.101,24150000.0,ACB,['YON'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Yonkers,Guinea pig
931667,Darius Rojas,32,SHR,1.9,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,5,3,0,8.168,27833333.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
1027042,Eddy Lugo,35,VIS,-0.9,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,4,3,0,11.105,35416667.0,NBL,['VIS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Visalia,Elephant seal
764185,Brandon Rortvedt,30,SHR,2.6,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,3,0,4.094,3950000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
565361,Heliot Betts,31,RIV,3.5,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,6,0,5.148,15000000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
289856,David Maciejewski,26,GAS,2.7,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,2,4,0,1.0,745700.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
215812,Seth Merrifield,30,MON,4.1,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,1,1,0,4.004,3150000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
86206,Camilo Encarnacion-Strand,29,TEM,2.6,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,2,9,0,5.09,5735000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
474967,Kyle Pinto,31,LAS,3.1,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,1,3,0,0.0,9250000.0,NBL,['LAS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Las Vegas,list
664203,Josh Rutschman,29,SAI,0.3,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,9,6,0,4.075,2600000.0,ACB,['SAI'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Saint Petersburg,Platypus
601005,Domingo Horn,36,HEN,-0.2,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,2,3,0,7.037,17666667.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
489126,Elias Bleday,36,SAN,-0.1,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,3,5,0,7.13,22000000.0,ACB,['SAN'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Santa Rosa,Coyote
860432,Carlos Crews,35,JOL,2.2,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,3,0,12.013,17000000.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
648048,Jonny Aldegheri,36,WES,2.5,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,7,0,0.0,740000.0,NBL,['WES'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Westminster,Gila monster
573412,Brett Hernaiz,26,GRA,2.6,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,1,4,0,1.035,774500.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
763702,Nabil Walters,37,HEN,0.9,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,2,7,0,10.039,12000000.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
30448,Ross Williams,34,TEM,1.3,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,3,4,0,4.057,3500000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
153419,Reese Carpenter,31,GRA,4.5,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,3,0,0.101,749800.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
682699,Steven Heaney,33,CHE,3.5,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,3,0,10.062,16000000.0,ACB,['CHE'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Chesapeake,Squirrel
10925,Nasim Suzuki,26,VIS,0.8,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,1,15,0,2.0,749600.0,NBL,['VIS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Visalia,Elephant seal
908066,Jared Urshela,35,HEN,1.8,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,1,8,0,10.061,10000000.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
768447,Luis Chaparro,41,RIV,1.1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,1,2,0,15.01,20000000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
955909,James Hayes,33,LAS,2.2,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,3,5,0,7.11,18000000.0,NBL,['LAS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Las Vegas,list
1021425,Ozzie Robles,31,MCH,1.7,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,1,2,0,7.018,11000000.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
357828,Blake Jeffers,31,COR,2.2,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,1,3,0,4.111,3150000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
418670,Antonio Cisnero,26,WAT,1.5,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,2,7,0,1.082,1166667.0,ACB,['WAT'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Waterloo,Caribou
91555,Logan Berríos,28,COR,1.2,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,1,7,0,1.143,745000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
341444,Ryan Treinen,29,SIO,0.7,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,3,7,0,6.006,14000000.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
290426,Santiago Severino,30,TEM,1.1,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,2,3,0,4.058,4900000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
10478,Kaleb Kremer,34,JOL,0.8,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,5,0,8.15,13000000.0,ACB,['JOL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Joliet,list
590098,Aaron Hudson,29,PAL,2.7,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,2,0,0,4.043,1850000.0,ACB,['PAL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Palmdale,Skink
329592,Jake Gasser,34,SHR,0.7,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,2,3,0,9.026,18500000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
681941,Zach Kessinger,27,SHR,3.1,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,2,7,0,1.073,740000.0,ACB,['SHR'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
444016,Yandy Mead,27,SEB,1.6,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,2,12,0,0.0,740000.0,ACB,['SEB'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sebastian,Cod
665577,Daz Hicks,33,GAS,1.5,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,1,3,0,1.133,750000.0,ACB,['GAS'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Gastonia,Slug
24053,Eduardo Graceffo,25,VIS,0.7,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,1,7,0,0.0,740000.0,NBL,['VIS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Visalia,Elephant seal
327916,Kolby Peralta,27,SOU,1.7,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,6,0,1.02,764300.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
129441,Kutter Flores,29,POR,2.6,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,2,2,0,4.112,5050000.0,NBL,['POR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Portsmouth,Penguin
126014,Andrew Baty,32,TEM,0.0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,3,3,0,6.015,14000000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
739780,Kyle Blach,25,BOS,6.3,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,2,8,0,2.0,3333333.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
146894,Kyle Barrosa,30,COR,1.7,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,2,8,0,4.132,6550000.0,NBL,['COR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Corpus Christi,Ermine
816331,Drew Sánchez,29,SOU,2.7,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,5,0,4.1,10011000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
752504,Brendon Jackson,27,LAS,1.6,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,6,0,1.027,755000.0,NBL,['LAS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Las Vegas,list
88179,Adbert Winn,28,MON,0.8,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,3,5,0,0.054,741800.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
720265,Luis Ginn,32,WAT,1.8,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,5,0,5.166,7500000.0,ACB,['WAT'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Waterloo,Caribou
643749,Quinn Hader,25,GRA,0.3,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,7,0,0.0,740000.0,ACB,['GRA'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Grayslake,Spider monkey
297197,Paolo Buehler,28,SHR,1.7,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,1,0,1.138,755000.0,NBL,['SHR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
224814,Christian Arozarena,34,BOS,4.0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,2,4,0,5.002,14000000.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
708132,Robbie Kelly,26,SIO,1.8,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,3,9,0,0.034,742500.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
474232,Matt Martínez,26,BOS,3.3,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,1,6,0,0.119,742500.0,NBL,['BOS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Boston,Common household pests
600818,Yandy Hurt,24,PAL,1.6,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,6,0,0.114,743300.0,ACB,['PAL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Palmdale,Skink
731187,Dan Burke,26,TEM,2.7,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,5,5,0,0.0,740000.0,NBL,['TEM'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tempe,Steelhead trout
541301,Jeimer Boyle,31,RIV,5.1,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,1,5,0,6.004,4000000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
905592,Nick Priester,29,PHO,2.3,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,2,3,0,2.033,758850.0,ACB,['PHO'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Phoenix,Stingray
32164,Griffin Avila,34,MON,1.0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,4,2,0,11.038,8000000.0,NBL,['MON'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Montgomery,Pigeon
844916,Cristian Tellez,29,LAS,1.9,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,5,0,2.143,4000000.0,NBL,['LAS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Las Vegas,list
897270,Austin Collins,31,SIO,1.9,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,3,12,0,6.158,17500000.0,NBL,['SIO'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sioux Falls,Guanaco
608759,Jake Sanó,35,MCH,2.1,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,1,2,0,0.0,740000.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
811186,River Curry,24,PHO,2.0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,1,3,0,0.0,740000.0,ACB,['PHO'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Phoenix,Stingray
586957,Tyler Brebbia,23,SHR,5.9,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,1,3,0,0.0,740000.0,NBL,['SHR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
1005382,Ben Alonso,35,LAS,-1.6,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,6,1,0,9.081,16000000.0,NBL,['LAS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Las Vegas,list
694710,José Webb,33,CHE,1.2,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,1,3,0,8.159,4500000.0,ACB,['CHE'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Chesapeake,Squirrel
550482,Drew Urías,27,PAL,2.1,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,1,4,0,1.005,744900.0,ACB,['PAL'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Palmdale,Skink
852186,Jeff Martínez,29,MCH,0.5,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,2,2,0,2.112,756600.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
966827,Craig Cantillo,27,CHE,0.9,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,2,6,0,0.094,744750.0,ACB,['CHE'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Chesapeake,Squirrel
175626,Patrick Carter,23,SEB,0.7,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,3,0,0.012,740000.0,ACB,['SEB'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Sebastian,Cod
510175,Kris Zulueta,23,TUS,0.6,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,3,2,0,0.041,743750.0,NBL,['TUS'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Tuscaloosa,Fowl
623246,Joc Peralta,27,MCH,-0.4,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,3,3,0,3.094,1530000.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
877586,David Bradish,25,RIV,2.7,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,2,3,0,0.0,740000.0,NBL,['RIV'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Riverside,Fancy rat
664123,Alek Pauley,23,SHR,1.8,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,3,0,0.0,740000.0,NBL,['SHR'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Shreveport,Moth
971120,Emmanuel Dunn,26,HEN,1.6,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,3,13,0,1.166,756900.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
801568,Vidal Fernandez,25,YON,2.4,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,4,0,0,0.121,749000.0,ACB,['YON'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Yonkers,Guinea pig
824072,Jorge Paredes,29,WES,2.8,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,4,4,0,3.089,2150000.0,NBL,['WES'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Westminster,Gila monster
546154,Keaton Lucchesi,38,HEN,0.3,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,4,0,12.119,10000000.0,NBL,['HEN'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,Henderson,Sperm whale
685523,David Jackson,32,SOU,-1.4,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,2,9,0,6.153,25000000.0,NBL,['SOU'],['NBL'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,South Lyon,Toad
875301,Drew Horwitz,25,MCH,1.4,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,10,0,0.129,748300.0,ACB,['MCH'],['ACB'],0,0,0,2025,0,0,0,0,0,100,Active,0,0,0,0,McHenry,Asp
