Hashcode,Player,Team,Age,G,GS,CG,SHO,IP,H,ER,K,BB,HR,W,L,SV,BS,HLD,ERA,WHIP,League,Teams,Leagues,AB,2B,3B,HBP,Season,OBP,Total_OB,Total_Outs,AVG_faced,Game_Fatigue_Factor,Condition,Status,Injured Days,City,Mascot
441419,Mickey Refsnyder,VIS,35,37,36,2,0,212.0,216,107,172,58,23,19,12,0,1,1,4.73,1.32,ACB,['VIS'],['ACB'],852.0,0,0,0,[2023],0.3055555555555555,274,636.0,24.594594594594593,0,100,Active,0,Visalia,Tahr
934923,Ozzie Dubon,SAN,33,34,33,0,0,210.0,189,88,227,39,26,16,8,2,2,0,3.61,1.08,SOL,['SAN'],['SOL'],819.0,0,0,0,[2023],0.2647058823529412,228,630.0,25.235294117647058,0,100,Active,0,Santa Rosa,Panthera hybrid
603066,Luis Stowers,THO,26,32,32,1,1,210.2,185,87,209,41,34,17,9,0,0,2,3.73,1.08,ACB,['THO'],['ACB'],815.5999999999999,0,0,0,[2023],0.2647058823529412,226,630.5999999999999,26.768749999999997,0,100,Active,0,Thousand Oaks,Sole
912603,DJ Middleton,THO,25,31,32,2,0,208.2,195,77,190,22,25,16,10,1,2,2,3.35,1.04,ACB,['THO'],['ACB'],819.5999999999999,0,0,0,[2023],0.25742574257425743,217,624.5999999999999,27.14838709677419,0,100,Active,0,Thousand Oaks,Sole
798741,Thaddeus Grichuk,ERI,29,33,34,1,0,205.2,190,85,200,59,26,11,14,0,1,0,3.65,1.19,ACB,['ERI'],['ACB'],805.5999999999999,0,0,0,[2023],0.2840095465393795,249,615.5999999999999,26.199999999999996,0,100,Active,0,Erie,Ox
341183,Jorge Harris,DEN,24,34,36,0,4,203.2,160,88,307,67,23,20,6,2,0,0,3.86,1.09,SOL,['DEN'],['SOL'],769.5999999999999,0,0,0,[2023],0.2665036674816626,227,609.5999999999999,24.605882352941173,0,100,Active,0,Denver,Land snail
120471,Ross Flores,ERI,32,32,33,1,0,201.0,179,69,258,60,21,12,9,1,2,0,3.16,1.18,ACB,['ERI'],['ACB'],782.0,0,0,0,[2023],0.2822966507177034,239,603.0,26.3125,0,100,Active,0,Erie,Ox
131487,Dominic Bernardino,GIL,28,30,32,6,1,202.2,193,92,170,52,23,9,14,0,2,2,4.14,1.21,SOL,['GIL'],['SOL'],799.5999999999999,0,0,0,[2023],0.28741092636579574,245,606.5999999999999,28.386666666666663,0,100,Active,0,Gilbert,Star-nosed mole
891681,Zach Robles,RIC,33,35,37,0,1,201.0,168,63,202,58,10,8,10,3,0,0,2.79,1.15,ACB,['RIC'],['ACB'],771.0,0,0,0,[2023],0.2771084337349397,226,603.0,23.685714285714287,0,100,Active,0,Richmond County,Llama
144027,Jared Dalbec,BIR,30,33,34,1,1,196.0,124,51,256,107,17,16,14,1,0,0,2.25,1.19,SOL,['BIR'],['SOL'],712.0,0,0,0,[2023],0.2840095465393795,231,588.0,24.818181818181817,0,100,Active,0,Birmingham,Hermit crab
857362,Gregory Hernandez,STE,34,36,36,2,0,197.0,232,116,137,63,33,15,15,2,2,3,5.2,1.48,SOL,['STE'],['SOL'],823.0,0,0,0,[2023],0.33035714285714285,295,591.0,24.61111111111111,0,100,Active,0,Sterling Heights,Bovid
348239,Cole Vest,GIL,26,32,35,0,0,195.2,175,74,228,63,25,11,13,1,2,0,3.58,1.21,SOL,['GIL'],['SOL'],760.5999999999999,0,0,0,[2023],0.28741092636579574,238,585.5999999999999,25.737499999999997,0,100,Active,0,Gilbert,Star-nosed mole
840580,Shelby Musgrove,PAS,25,33,35,3,1,196.2,177,97,176,91,22,9,15,1,2,3,4.31,1.37,SOL,['PAS'],['SOL'],765.5999999999999,0,0,0,[2023],0.3135011441647597,268,588.5999999999999,25.957575757575754,0,100,Active,0,Pasadena,Octopus
16121,Nick Higashioka,SAN,32,33,34,3,0,195.2,191,136,132,47,43,10,19,2,0,2,6.28,1.24,ACB,['SAN'],['ACB'],776.5999999999999,0,0,0,[2023],0.29245283018867924,238,585.5999999999999,24.957575757575754,0,100,Active,0,Santa Rosa,Panthera hybrid
800360,Wade Minter,TAL,29,32,34,2,1,194.2,173,75,206,25,21,16,8,2,1,0,3.5,1.02,ACB,['TAL'],['ACB'],755.5999999999999,0,0,0,[2023],0.2537313432835821,198,582.5999999999999,24.393749999999997,0,100,Active,0,Tallahassee,Mandrill
618467,Tyler Gonzalez,HAV,34,33,32,0,1,189.2,157,73,201,80,21,12,10,2,0,1,3.29,1.19,ACB,['HAV'],['ACB'],724.5999999999999,0,0,0,[2023],0.2840095465393795,237,567.5999999999999,24.38181818181818,0,100,Active,0,Havre de Grace,Earthworm
1001701,J.T. Murfee,NEI,27,33,34,0,1,193.0,188,100,237,87,20,10,9,2,1,3,4.58,1.42,ACB,['NEI'],['ACB'],767.0,0,0,0,[2023],0.3212669683257918,275,579.0,25.87878787878788,0,100,Active,0,Neilsville,Bat
177852,Javier Pillar,DEN,24,33,35,2,3,191.2,178,79,141,67,24,13,4,0,4,3,3.81,1.28,SOL,['DEN'],['SOL'],751.5999999999999,0,0,0,[2023],0.29906542056074764,245,573.5999999999999,24.806060606060605,0,100,Active,0,Denver,Land snail
291192,Aaron Hilliard,MCH,28,32,30,1,2,188.1,183,66,190,40,14,18,5,2,0,1,3.06,1.17,SOL,['MCH'],['SOL'],747.3,0,0,0,[2023],0.2805755395683453,223,564.3,24.603125,0,100,Active,0,McHenry,Otter
938122,Daulton Stefanic,JAC,28,39,31,1,2,190.2,180,76,153,59,23,12,7,1,2,2,3.7,1.26,ACB,['JAC'],['ACB'],750.5999999999999,0,0,0,[2023],0.29577464788732394,239,570.5999999999999,20.758974358974356,0,100,Active,0,Jacksonville,Barnacle
839423,Kyle Davis,SAN,31,37,32,1,2,187.2,170,93,150,80,21,15,7,1,1,0,4.38,1.31,SOL,['SAN'],['SOL'],731.5999999999999,0,0,0,[2023],0.3039443155452436,250,561.5999999999999,21.935135135135134,0,100,Active,0,Santa Rosa,Panthera hybrid
83311,Brusdar Soriano,VIS,27,37,35,0,3,191.2,190,86,177,63,27,16,7,3,2,1,4.12,1.31,ACB,['VIS'],['ACB'],763.5999999999999,0,0,0,[2023],0.3039443155452436,253,573.5999999999999,22.340540540540538,0,100,Active,0,Visalia,Tahr
604590,Drew Wisdom,DES,27,36,32,1,2,188.1,180,98,180,55,37,7,17,2,2,1,4.54,1.26,ACB,['DES'],['ACB'],744.3,0,0,0,[2023],0.29577464788732394,235,564.3,22.202777777777776,0,100,Active,0,Des Moines,Cattle
329189,Nick Reynolds,VIS,27,34,34,1,1,178.2,145,56,179,47,15,12,7,0,2,1,2.83,1.04,ACB,['VIS'],['ACB'],679.5999999999999,0,0,0,[2023],0.25742574257425743,192,534.5999999999999,21.370588235294115,0,100,Active,0,Visalia,Tahr
57745,Angel Ramirez,ERI,32,33,35,0,1,183.2,178,81,198,52,28,13,6,2,4,0,3.86,1.27,ACB,['ERI'],['ACB'],727.5999999999999,0,0,0,[2023],0.29742388758782207,230,549.5999999999999,23.62424242424242,0,100,Active,0,Erie,Ox
495795,Kyle Gomber,RAC,30,33,31,3,3,184.1,140,63,222,84,18,18,9,2,0,0,2.98,1.22,SOL,['RAC'],['SOL'],692.3,0,0,0,[2023],0.2890995260663507,224,552.3,23.524242424242424,0,100,Active,0,Racine,Hedgehog
157981,Bo Buxton,LEW,27,32,33,0,1,180.2,144,81,229,58,30,12,11,1,2,1,3.86,1.12,SOL,['LEW'],['SOL'],684.5999999999999,0,0,0,[2023],0.2718446601941748,202,540.5999999999999,23.206249999999997,0,100,Active,0,Lewisville,Bird
674019,Michael Grisham,DEN,39,32,32,3,1,177.1,165,71,199,93,14,15,13,0,0,0,3.64,1.43,SOL,['DEN'],['SOL'],696.3,0,0,0,[2023],0.3227990970654628,258,531.3,24.665625,0,100,Active,0,Denver,Land snail
12834,Luis Richards,MEL,26,35,35,4,0,177.0,155,91,174,66,26,11,7,1,0,4,4.56,1.27,ACB,['MEL'],['ACB'],686.0,0,0,0,[2023],0.29742388758782207,221,531.0,21.485714285714284,0,100,Active,0,Melbourne,Cattle
970331,Drew Bellatti,RIC,27,29,29,2,3,175.2,172,86,217,34,36,12,12,1,1,2,4.51,1.17,ACB,['RIC'],['ACB'],697.5999999999999,0,0,0,[2023],0.2805755395683453,206,525.5999999999999,25.22758620689655,0,100,Active,0,Richmond County,Llama
31528,Jose Yoshida,GIL,26,33,34,0,1,172.2,168,70,172,35,20,10,8,0,0,1,3.66,1.15,SOL,['GIL'],['SOL'],684.5999999999999,0,0,0,[2023],0.2771084337349397,203,516.5999999999999,21.806060606060605,0,100,Active,0,Gilbert,Star-nosed mole
447969,Jordan Keuchel,SAN,27,29,32,1,1,175.2,204,107,145,56,22,10,14,0,2,0,5.52,1.45,ACB,['SAN'],['ACB'],729.5999999999999,0,0,0,[2023],0.32584269662921345,260,525.5999999999999,27.08965517241379,0,100,Active,0,Santa Rosa,Panthera hybrid
445943,Kyle Ramos,NAS,27,35,36,3,2,176.0,184,90,165,50,27,14,9,2,0,2,4.64,1.35,ACB,['NAS'],['ACB'],712.0,0,0,0,[2023],0.31034482758620696,234,528.0,21.771428571428572,0,100,Active,0,Nashville,Shark
260788,Kevin Friedl,STE,25,30,30,2,2,175.0,167,73,158,91,25,8,15,0,1,4,3.91,1.46,SOL,['STE'],['SOL'],692.0,0,0,0,[2023],0.3273542600896861,258,525.0,26.1,0,100,Active,0,Sterling Heights,Bovid
382901,Nolan Guerrero,JAC,31,30,38,3,0,173.1,164,81,158,58,26,11,9,0,0,0,4.12,1.29,ACB,['JAC'],['ACB'],683.3,0,0,0,[2023],0.30069930069930073,222,519.3,24.709999999999997,0,100,Active,0,Jacksonville,Barnacle
804407,Heston Gaddis,ROC,24,32,29,0,0,174.0,179,78,145,51,28,12,11,0,0,4,4.24,1.34,ACB,['ROC'],['ACB'],701.0,0,0,0,[2023],0.30875576036866365,230,522.0,23.5,0,100,Active,0,Rockford,Turtle
161658,Lourdes Merrifield,MEL,25,33,29,0,1,172.2,174,94,192,60,26,12,13,0,2,3,5.09,1.36,ACB,['MEL'],['ACB'],690.5999999999999,0,0,0,[2023],0.3119266055045872,234,516.5999999999999,22.745454545454542,0,100,Active,0,Melbourne,Cattle
397699,Yunior Gonzalez,SAN,30,29,30,1,0,170.2,206,96,103,47,33,6,16,1,0,0,5.03,1.47,SOL,['SAN'],['SOL'],716.5999999999999,0,0,0,[2023],0.3288590604026846,253,510.59999999999997,26.331034482758618,0,100,Active,0,Santa Rosa,Panthera hybrid
675872,Andrew Moreno,MCH,31,34,29,1,0,170.1,171,90,152,45,28,10,10,1,0,1,4.84,1.28,SOL,['MCH'],['SOL'],681.3,0,0,0,[2023],0.29906542056074764,216,510.29999999999995,21.36176470588235,0,100,Active,0,McHenry,Otter
450973,Jimmy Beck,GRE,30,26,29,0,1,169.2,142,61,160,54,16,15,11,0,0,1,3.3,1.15,ACB,['GRE'],['ACB'],649.5999999999999,0,0,0,[2023],0.2771084337349397,196,507.59999999999997,27.061538461538458,0,100,Active,0,Greenville,Hamster
858304,J.P. Bethancourt,FAY,36,30,32,4,1,163.1,182,69,143,38,19,8,8,2,0,4,3.87,1.32,SOL,['FAY'],['SOL'],671.3,0,0,0,[2023],0.3055555555555555,220,489.29999999999995,23.64333333333333,0,100,Active,0,Fayetteville,Viper
287858,Jonathan Wittgren,ESC,24,30,30,1,0,165.2,153,83,184,66,22,4,14,0,3,0,4.48,1.35,ACB,['ESC'],['ACB'],648.5999999999999,0,0,0,[2023],0.31034482758620696,219,495.59999999999997,23.819999999999997,0,100,Active,0,Escondido,Python
511007,Ke'Bryan Benintendi,JAC,32,37,29,0,0,161.1,157,74,165,61,25,11,7,0,1,2,4.15,1.38,ACB,['JAC'],['ACB'],640.3,0,0,0,[2023],0.3150684931506849,218,483.29999999999995,18.95405405405405,0,100,Active,0,Jacksonville,Barnacle
673651,Starling Tatis,BIR,33,26,26,0,0,163.1,153,67,153,40,21,8,8,1,5,3,3.57,1.2,SOL,['BIR'],['SOL'],642.3,0,0,0,[2023],0.2857142857142857,193,489.29999999999995,26.24230769230769,0,100,Active,0,Birmingham,Hermit crab
255902,Will Junk,NEW,25,26,28,1,2,159.2,163,80,123,56,23,10,9,1,0,2,4.76,1.37,SOL,['NEW'],['SOL'],640.5999999999999,0,0,0,[2023],0.3135011441647597,219,477.59999999999997,26.792307692307688,0,100,Active,0,Newport News,Cape buffalo
240701,Tanner Stephan,ESC,26,32,31,2,3,159.2,162,72,143,82,13,9,18,2,0,0,4.11,1.51,ACB,['ESC'],['ACB'],639.5999999999999,0,0,0,[2023],0.3348115299334812,244,477.59999999999997,22.549999999999997,0,100,Active,0,Escondido,Python
576123,Yonny McHugh,STE,31,31,34,2,0,159.1,193,95,122,57,38,6,10,1,0,2,5.55,1.6,SOL,['STE'],['SOL'],670.3,0,0,0,[2023],0.3478260869565218,250,477.29999999999995,23.461290322580645,0,100,Active,0,Sterling Heights,Bovid
587948,Austin Walker,RIC,28,28,26,0,3,157.1,134,62,160,32,24,9,7,1,0,2,3.43,1.07,ACB,['RIC'],['ACB'],605.3,0,0,0,[2023],0.2628992628992629,166,471.29999999999995,22.760714285714283,0,100,Active,0,Richmond County,Llama
921310,Justin Wittgren,HAV,25,29,31,0,1,159.0,177,92,108,51,26,8,8,0,0,0,5.31,1.42,ACB,['HAV'],['ACB'],654.0,0,0,0,[2023],0.3212669683257918,228,477.0,24.310344827586206,0,100,Active,0,Havre de Grace,Earthworm
129357,Josh McMahon,JAC,33,30,27,4,1,158.0,127,66,144,47,16,12,8,1,0,1,3.63,1.14,ACB,['JAC'],['ACB'],601.0,0,0,0,[2023],0.2753623188405797,174,474.0,21.6,0,100,Active,0,Jacksonville,Barnacle
487126,Duane Williams,ROC,30,43,16,0,1,156.2,123,70,199,55,27,12,9,3,1,3,4.04,1.12,ACB,['ROC'],['ACB'],591.5999999999999,0,0,0,[2023],0.2718446601941748,178,468.59999999999997,15.037209302325579,0,100,Active,0,Rockford,Turtle
706004,Nick White,SAN,39,31,32,0,2,152.1,174,88,107,23,27,2,16,0,1,3,5.06,1.27,ACB,['SAN'],['ACB'],630.3,0,0,0,[2023],0.29742388758782207,197,456.29999999999995,21.074193548387097,0,100,Active,0,Santa Rosa,Panthera hybrid
784472,Colin Lambert,MCH,34,45,27,4,2,157.1,164,88,150,63,28,13,12,4,3,2,5.0,1.43,SOL,['MCH'],['SOL'],635.3,0,0,0,[2023],0.3227990970654628,227,471.29999999999995,15.517777777777777,0,100,Active,0,McHenry,Otter
98782,Brenton Mlodzinski,RIC,24,28,25,0,1,155.0,137,52,153,49,14,11,4,1,0,1,2.98,1.18,ACB,['RIC'],['ACB'],602.0,0,0,0,[2023],0.2822966507177034,186,465.0,23.25,0,100,Active,0,Richmond County,Llama
218188,Alec Gray,JAC,32,39,20,1,0,153.2,164,73,101,58,21,10,5,1,2,2,4.45,1.4,ACB,['JAC'],['ACB'],623.5999999999999,0,0,0,[2023],0.3181818181818181,222,459.59999999999997,17.476923076923075,0,100,Active,0,Jacksonville,Barnacle
737036,Josh Peterson,ESC,33,33,25,0,0,155.0,161,93,127,69,21,7,10,2,1,1,5.43,1.49,ACB,['ESC'],['ACB'],626.0,0,0,0,[2023],0.33184855233853006,230,465.0,21.060606060606062,0,100,Active,0,Escondido,Python
90680,Osleivis May,DES,25,37,23,1,0,160.0,165,93,147,77,28,9,10,1,2,1,5.36,1.56,ACB,['DES'],['ACB'],645.0,0,0,0,[2023],0.3421052631578947,242,480.0,19.513513513513512,0,100,Active,0,Des Moines,Cattle
207553,Andrew Hensley,SAN,29,29,32,0,1,153.0,181,92,98,48,29,12,9,2,1,2,5.5,1.49,SOL,['SAN'],['SOL'],640.0,0,0,0,[2023],0.33184855233853006,229,459.0,23.724137931034484,0,100,Active,0,Santa Rosa,Panthera hybrid
877931,Matt Brieske,MCH,33,27,27,0,0,150.0,150,61,100,27,16,6,9,1,1,3,3.74,1.2,SOL,['MCH'],['SOL'],600.0,0,0,0,[2023],0.2857142857142857,177,450.0,23.22222222222222,0,100,Active,0,McHenry,Otter
341606,Manny Smith,MCH,32,31,28,4,2,148.2,132,66,130,54,10,10,9,1,2,0,3.95,1.26,SOL,['MCH'],['SOL'],576.5999999999999,0,0,0,[2023],0.29577464788732394,186,444.59999999999997,20.341935483870966,0,100,Active,0,McHenry,Otter
985296,Enmanuel Grichuk,BIR,37,24,26,3,0,150.1,147,73,157,47,21,8,11,2,0,0,4.56,1.3,SOL,['BIR'],['SOL'],597.3,0,0,0,[2023],0.3023255813953489,194,450.29999999999995,26.84583333333333,0,100,Active,0,Birmingham,Hermit crab
234231,Domingo Ortiz,STE,24,29,32,1,3,153.1,144,72,166,63,28,7,10,0,2,2,4.42,1.4,SOL,['STE'],['SOL'],603.3,0,0,0,[2023],0.3181818181818181,207,459.29999999999995,22.975862068965515,0,100,Active,0,Sterling Heights,Bovid
613659,Osvaldo Massey,MEL,28,29,25,0,3,147.1,148,64,111,54,19,12,8,0,1,0,3.83,1.36,ACB,['MEL'],['ACB'],589.3,0,0,0,[2023],0.3119266055045872,202,441.29999999999995,22.182758620689654,0,100,Active,0,Melbourne,Cattle
969478,Ha-Seong Lugo,BIR,32,27,25,2,2,146.1,121,56,136,47,15,19,5,1,1,2,3.22,1.16,SOL,['BIR'],['SOL'],559.3,0,0,0,[2023],0.2788461538461538,168,438.29999999999995,22.455555555555552,0,100,Active,0,Birmingham,Hermit crab
1003419,Dustin Straw,ESC,29,149,27,2,2,146.0,90,52,183,59,21,12,10,0,2,2,3.14,1.06,ACB,['ESC'],['ACB'],528.0,0,0,0,[2023],0.2610837438423645,149,438.0,3.9395973154362416,0,100,Active,0,Escondido,Python
933210,Brayan Rucinski,SUN,35,24,24,3,0,143.2,106,40,151,41,19,16,6,0,0,0,2.46,1.06,ACB,['SUN'],['ACB'],535.5999999999999,0,0,0,[2023],0.2610837438423645,147,429.59999999999997,24.024999999999995,0,100,Active,0,Sunnyvale,Lamprey
326505,Josh Ward,NEI,32,25,25,2,1,146.1,136,61,121,44,16,10,12,2,1,1,3.77,1.23,ACB,['NEI'],['ACB'],574.3,0,0,0,[2023],0.2907801418439716,180,438.29999999999995,24.732,0,100,Active,0,Neilsville,Bat
559929,Parker Grossman,THO,25,28,29,1,1,146.1,135,65,128,29,20,9,7,0,2,4,4.32,1.14,ACB,['THO'],['ACB'],573.3,0,0,0,[2023],0.2753623188405797,164,438.29999999999995,21.510714285714283,0,100,Active,0,Thousand Oaks,Sole
56685,Archie Azocar,ROC,27,35,23,0,0,141.1,116,65,146,39,20,7,9,3,2,4,4.04,1.11,ACB,['ROC'],['ACB'],539.3,0,0,0,[2023],0.27007299270072993,155,423.29999999999995,16.52285714285714,0,100,Active,0,Rockford,Turtle
355802,Jose Bello,NEI,27,32,29,2,0,143.1,127,88,147,100,33,5,13,0,1,1,5.43,1.59,ACB,['NEI'],['ACB'],556.3,0,0,0,[2023],0.34640522875817,227,429.29999999999995,20.509375,0,100,Active,0,Neilsville,Bat
751485,George Cabrera,RIC,28,23,21,6,1,139.0,136,57,120,38,15,6,9,2,2,1,3.8,1.23,ACB,['RIC'],['ACB'],553.0,0,0,0,[2023],0.2907801418439716,174,417.0,25.695652173913043,0,100,Active,0,Richmond County,Llama
460405,Garrett German,ESC,27,26,27,0,1,139.0,134,64,151,38,25,7,11,0,2,1,4.32,1.24,ACB,['ESC'],['ACB'],551.0,0,0,0,[2023],0.29245283018867924,172,417.0,22.653846153846153,0,100,Active,0,Escondido,Python
20662,Samad Raley,RAC,28,27,28,2,1,139.1,154,72,114,64,20,9,10,2,0,3,4.7,1.58,SOL,['RAC'],['SOL'],571.3,0,0,0,[2023],0.34497816593886466,218,417.29999999999995,23.52962962962963,0,100,Active,0,Racine,Hedgehog
874623,Oscar Haggerty,RIC,25,28,25,0,1,136.1,139,56,128,49,17,7,11,1,1,0,3.81,1.4,ACB,['RIC'],['ACB'],547.3,0,0,0,[2023],0.3181818181818181,188,408.29999999999995,21.29642857142857,0,100,Active,0,Richmond County,Llama
954321,Andre Waldron,SAN,28,26,23,1,0,134.0,137,61,132,56,13,4,6,2,0,1,4.18,1.42,SOL,['SAN'],['SOL'],539.0,0,0,0,[2023],0.3212669683257918,193,402.0,22.884615384615383,0,100,Active,0,Santa Rosa,Panthera hybrid
621771,Jose Ramirez,LEW,33,27,23,1,0,137.2,121,70,123,41,27,7,8,2,0,0,4.55,1.19,SOL,['LEW'],['SOL'],532.5999999999999,0,0,0,[2023],0.2840095465393795,162,411.59999999999997,21.24444444444444,0,100,Active,0,Lewisville,Bird
745001,Andrew Johnson,SUN,24,23,26,0,1,133.1,113,55,133,32,12,12,8,6,1,0,3.76,1.1,ACB,['SUN'],['ACB'],512.3,0,0,0,[2023],0.26829268292682934,145,399.29999999999995,23.665217391304346,0,100,Active,0,Sunnyvale,Lamprey
779388,Brent Trejo,VIS,23,27,25,0,0,132.0,136,65,142,45,17,7,5,0,2,4,4.35,1.34,ACB,['VIS'],['ACB'],532.0,0,0,0,[2023],0.30875576036866365,181,396.0,21.37037037037037,0,100,Active,0,Visalia,Tahr
256184,Kyle Adams,STE,26,24,27,0,1,133.0,129,66,108,58,23,7,9,0,3,0,4.61,1.42,SOL,['STE'],['SOL'],528.0,0,0,0,[2023],0.3212669683257918,187,399.0,24.416666666666668,0,100,Active,0,Sterling Heights,Bovid
158719,Cam Holmes,LEW,36,27,27,0,1,131.1,107,45,87,39,16,11,5,0,1,1,3.14,1.14,SOL,['LEW'],['SOL'],500.29999999999995,0,0,0,[2023],0.2753623188405797,146,393.29999999999995,19.97407407407407,0,100,Active,0,Lewisville,Bird
960658,Rico Dunning,TAL,30,24,24,1,1,133.0,103,51,180,41,13,10,8,1,1,0,3.53,1.08,ACB,['TAL'],['ACB'],502.0,0,0,0,[2023],0.2647058823529412,144,399.0,22.625,0,100,Active,0,Tallahassee,Mandrill
33517,Zack Weathers,VIS,29,26,22,0,0,126.2,91,53,128,38,25,8,7,2,0,3,3.64,0.99,ACB,['VIS'],['ACB'],469.6,0,0,0,[2023],0.24812030075187969,129,378.6,19.523076923076925,0,100,Active,0,Visalia,Tahr
948042,Noah Diaz,FAY,31,43,10,2,0,129.2,113,63,140,46,17,9,6,1,1,4,4.44,1.24,SOL,['FAY'],['SOL'],500.59999999999997,0,0,0,[2023],0.29245283018867924,159,387.59999999999997,12.711627906976743,0,100,Active,0,Fayetteville,Viper
105805,Conner Lawrence,SUN,27,21,24,1,2,124.1,121,64,127,27,25,13,8,0,1,2,4.6,1.16,ACB,['SUN'],['ACB'],493.29999999999995,0,0,0,[2023],0.2788461538461538,148,372.29999999999995,24.776190476190475,0,100,Active,0,Sunnyvale,Lamprey
142332,Jake Ramirez,NEW,25,25,25,0,0,126.0,124,64,106,41,21,5,5,2,1,0,4.46,1.28,SOL,['NEW'],['SOL'],502.0,0,0,0,[2023],0.29906542056074764,165,378.0,21.72,0,100,Active,0,Newport News,Cape buffalo
607427,Yuli Moore,TAL,26,21,21,3,0,125.0,105,46,134,43,16,11,5,0,0,3,3.29,1.18,ACB,['TAL'],['ACB'],480.0,0,0,0,[2023],0.2822966507177034,148,375.0,24.904761904761905,0,100,Active,0,Tallahassee,Mandrill
378931,Justin Snead,NEW,24,24,22,3,0,122.0,119,68,168,54,21,4,11,1,1,3,4.82,1.42,SOL,['NEW'],['SOL'],485.0,0,0,0,[2023],0.3212669683257918,173,366.0,22.458333333333332,0,100,Active,0,Newport News,Cape buffalo
987655,Garrett Adams,LEW,30,28,21,2,0,120.1,133,55,102,37,14,11,7,0,1,2,4.12,1.39,SOL,['LEW'],['SOL'],493.29999999999995,0,0,0,[2023],0.31662870159453305,170,360.29999999999995,18.939285714285713,0,100,Active,0,Lewisville,Bird
223297,Bo Rogers,RAC,28,29,22,1,0,123.0,135,68,144,54,16,5,10,1,2,4,5.03,1.57,SOL,['RAC'],['SOL'],504.0,0,0,0,[2023],0.3435448577680525,189,369.0,19.24137931034483,0,100,Active,0,Racine,Hedgehog
140439,Kyle Gallagher,BIR,33,72,10,1,0,121.1,109,42,117,43,12,8,4,3,8,15,3.43,1.26,SOL,['BIR'],['SOL'],472.29999999999995,0,0,0,[2023],0.29577464788732394,152,363.29999999999995,7.156944444444444,0,100,Active,0,Birmingham,Hermit crab
